Incarnation Name,Incarnation BDRC ID,Incarnation TOL ID,Parent lineage TOL ID,Preceding incarnation member TOL ID,Incarnation Sequence,Ordinal,Person BDRC ID,Person TOL ID,Branched Lineage,New Seat Established,Notes,,,,
Khordong,,116,,,1,1,P1KG9679,13617,FALSE,,,,,,
Khordong,,116,,,3,3,P1KG9680,13689,FALSE,,,,,,
Ganden Tongkhor,,118,60,2755,6,6,P1813,3134,TRUE,,,,,,
Ganden Tongkhor,,118,60,,7,7,P2064,3730,TRUE,,,,,,
Ganden Tongkhor,,118,60,,8,8,P2067,3733,TRUE,,,,,,
Ganden Tongkhor,,118,60,,9,9,P402,6419,TRUE,,,,,,
Ganden Tongkhor,,118,60,,10,10,P2068,3734,TRUE,,,,,,
Ganden Tongkhor,,118,60,,11,11,P2069,3735,TRUE,,,,,,
Ganden Tongkhor,,118,60,,12,12,P2071,3738,TRUE,,,,,,
Ganden Tongkhor,,118,60,,13,13,P2072,3739,TRUE,,,,,,
Zimwok,,119,,,5,5,P2597,4310,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,1,1,P5779,8334,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,2,2,P4614,7069,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,3,3,P2383,4081,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,4,4,P5778,8333,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,5,5,P261,4325,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,6,6,P6556,9154,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,7,7,P6557,9155,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,8,8,P4945,7431,FALSE,,,,,,
Jebtsundampa,R8LS13205,120,,,9,9,P8697,11437,FALSE,,,,,,
Drubgyud Tulku,,121,,,1,1,,13836,FALSE,,,,,,
Drubgyud Tulku,,121,,,2,2,,13837,FALSE,,,,,,3735
Drubgyud Tulku,,121,,,3,3,,13838,FALSE,,,,,,
Drubgyud Tulku,,121,,,4,4,,13839,FALSE,,,,,,
Drubgyud Tulku,,121,,,5,5,,13840,FALSE,,,,,,
Drubgyud Tulku,,121,,,6,6,,13841,FALSE,,,,,,
Katok Getse,,122,,,1,,,4691,FALSE,,,,,,
Katok Getse,,122,,,2,2,,8592,FALSE,,,,,,
Katok Getse,,122,,,3,3,,7254,FALSE,,,,,,
Dudjom,,123,,,1,,,7737,FALSE,,,,,,
Dudjom,,123,,,2,,,9105,FALSE,,,,,,
Dudjom,,123,,,3,,,9688,FALSE,,,,,,
Dudjom,,123,,,4,,,10019,FALSE,,,,,,
Kagyu Tulku,,124,,,1,,,9761,FALSE,,,,,,
Kagyu Tulku,,124,,,2,2,,13855,FALSE,,,,,,
Kagyu Tulku,,124,,,3,3,,9764,FALSE,,,,,,
Kagyu Tulku,,124,,,4,4,,13856,FALSE,,,,,,
Kagyu Tulku,,124,,,5,5,,13857,FALSE,,,,,,
Kagyu Tulku,,124,,,6,6,,13858,FALSE,,,,,,
Kagyu Tulku,,124,,,7,7,,13859,FALSE,,,,,,
Tana Lhatse,,125,,,1,1,,13861,FALSE,,,,,,
Tana Lhatse,,125,,,2,2,,13862,FALSE,,,,,,
Dezhung,,126,,,1,,P3JM7,12772,FALSE,,,,,,
Dezhung,,126,,,2,2,P11MS232,13678,FALSE,,,,,,
Dezhung,,126,,,3,3,P7679,10355,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
,,,,,,,,,FALSE,,,,,,
