community_id,community_name,wylie_name,tibetan,chinese_name,en_variants,bo_x_ewts_variants,zh_hani_variants,sa_deva_variants,ru_cyrl_variants,mn_cyrl_variants,mn_mong_variants
1295,Dambadarjaa Monastery,bstan pa dar rgyas gling,,,Dambadarjaalin; Dambadarjaa khiid; anba darjai keyid,,,,,,
1297,Namtseding Monastery,gnam rtse lding,,,Namtsibteng; Namtseding Chode,gnam rtsib steng,,,,,
1299,Taktsang Monastery,stag tshang dgon,,,Taktsang Ritro; Tashi Choling,stag tshang ri khrod,,,,,
1300,Zhungpa Khamtsen,gzhung pa khams tshan,,,Zhungpa Khangtsen,,,,,,
1301,Doto Den Chokhor,mdo stod ldan chos 'khor,,,,,,,,,
1302,Demo,de mo,,第穆寺,dimu si; demu si,kong po de mo,第穆寺; 德穆寺; 德木寺,,,,
1305,Sani Gonpa,sa ni dgon pa,,,,,,,,,
1307,Nyakla Gar,nyag bla sgar,,,,,,,,,
1308,Karchung Doring,dkar chung rdo ring,,,,,,,,,
1309,Shukchung,shug chung dgon,,,,,,,,,
1313,Dzonggo,rdzong mgo,,绒戈寺,rongge si,,,,,,
1315,Lhopa Khamtsen,lho pa khams tshan,,,,,,,,,
1316,Khordong Monastery,khor gdong dgon,,柯洛洞寺,Khorlodong; Dechen Sangngak Khorlodong,khor lo gdong dgon; bde chen gsang snangs 'khor lo gdong,,,,,
1317,Nyetang Mokchok,rmog lcog ri khrod,,,,,,,,,
1318,Zhichen Monastery,gzhi chen,,昔青寺,Golok Zhichen; Zhichen Kharmar Sangngak Tengyeling,mgo log gzhi chen dgon; gzhi chen mkhar dmar gsang sngags bstan rgyas gling,,,,,
1320,Shukjung Monastery,shugs 'byung,,,,,,,,,
1321,Baḥne Monastery,baH gnas bsam gtan bshad sgrub bst,,,Bahne,be zur dgon pa; dri so dgon pa,,,,,
1322,Batang Drubgon,ba' thang grub dgon,,竹瓦寺,,ba' grub pa dgon o rgyan theg mchog gling,,,,,
1323,Do Dorje Drak,mdo rdo rje brag,,康定金刚寺,,dar mdo rdo rje brag dgon,,,,,
1324,Lelung Monastery,sle lung dgon,,,,ol dga' sle lung dgon,,,,,
1329,Chumik,chu mig,,曲米寺,Tsang Chumik Ringmo; qumi si,gtsang chu mig ring mo,,,,,
1330,Bakha,rba kha,,巴卡寺,Bakha Sangngak Choling,,,,,,
1331,Odantapuri,o tan ta pU ri,,,Uddaṇḍapura; Uḍḍandapura,,,,,,
1336,Pungpo Riwoche,gtsang gi phung po ri bo che,,,,,,,,,
1337,Khardo Monastery,mkhar mdo dgon,,康多寺,,,,,,,
1338,Kyodrak Monastery,skyo brag dgon,,觉让寺,,,,,,,
1339,Lhadrang Monastery,sde dge lha 'brang dgon,,拉仲寺,lanzhong si,,,,,,
1340,Mendong Monastery,sman sdong dgon,,曼冬寺,,,,,,,
1341,Namgyel Ling,rnam rgyal gling dgon,,郎吉岭寺,Ganden Namgyel Ling,dga' ldan rnam rgyal gling,,,,,
1342,Pangpuk,spang phug dgon,,,,,,,,,
1352,Ngedon Dongak Chokhor Ling,nges don mdo snags chos 'khor gling,,,,,,,,,
1353,Pemayangtse,padma yang rtse,,,,,,,,,
1355,Vikramaśīla,rnam gnon ngang tshul,,超戒寺,,,,,,,
1359,Drak Lhalubuk,brag lha klu sbug,,扎拉鲁浦寺,Chogyel Zimpuk; Drakla Lubu; Drak Lhalupuk; Draklha Ludruk; Pala Lubuk; zhala lupu si,brag lha klu sgug,查拉路甫石窟,,,,
1362,Rinpung Monastery,rin spungs dgon,,林坡寺,,,,,,,
1364,Khyunglung Ngulkhar,khyung lung dngul mkhar dgon,,,,,,,,,
1365,Dachen,mda' chen dgon,,大金寺,,mda' chen g.yung drung bshad sgrub dar rgyas gling; shel phug skyang tshang,,,,,
1367,Samdrub,bsam 'grub dgon,,,,,,,,,
1368,Nateng,sna steng dgon,,郎依寺,,snang zhig lcags mdud bkra shis g.yung drung; snang zhig dgon,,,,,
1369,Gyarong Khamtsen,rgyal rong khams tshan,,,,,,,,,
1373,Dranang Jampa Ling,gra nang byams pa gling,,强巴林寺,,,,,,,
1377,Ximing Temple,,,西明寺,,,,,,,
1378,Daci'ensi,,,大慈恩寺,,,,,,,
1379,Xiuduo Monastery,,,修多寺,,,,,,,
1380,Kilung,ki lung,,,,KiH lung,,,,,
1387,Wosel Monastery,od gsal dgon,,,,,,,,,
1388,Tolung Tsendro,btsan gro dgon,,,,,,,,,
1390,Zhok Gurmon,zhogs gur smon dgon,,,,,,,,,
1391,Ngonga Choding,mngon dga' chos sding,,,,,,,,,
1392,Tashi Lhapuk,bkra shis lha phug,,扎西拉武寺,,,,,,,
1393,Chamdo Dolma Lhakhang,chab mdo sgrol ma lha khang,,,,,,,,,
1394,Dangkhar,brag mkhar,,,Dangkhar Tashi Chöling; Dhankar Monastery; Lagope,lags phel; lags spel; lags sgo spe; la mgo spe; la go pe; la go dpe; la go spe; la go spal; la mgo; la ’go; lags spe; legs sgo spe; legs sgo spel; legs spe; legs spel; brag mkhar bkra shis chos gling,,,,,
1398,Daktok,brag thog,,,Taktok; Takthok; Tak Tok,,,,,,
1399,Gyama Rinchen Gang,rgya ma rin chen sgang,,,,,,,,,
1400,Riwo Dangchen,ri bo mdangs can,,,,,,,,,
1401,Kamkam Monastery,skam skam dgon,,,,,,,,,
1403,Ridrak,ri brag,,日绕寺,Ridak,,,,,,
1404,Galenteng,sga len steng,,嘎伦寺,Galingteng,sga len dgon; sga gling steng,,,,,
1405,Matho,mang spro dgon pa,,,,,,,,,
1406,Spituk,dpe thub dga' ldan dar rgyas gling dgon pa,,,Petub Ganden Dargye Ling,,,,,,
1408,Samstanling,bsam bstan gling dgon pa,,,Sumur Samtenling; Samstaling,,,,,,
1409,Petub Khamsten,dpe thub khams tshan,,,,,,,,,
1410,Mulagandhakuti Vihara,,,,Sarnath,,,,,,
1412,Pethub Stangey Choskhorling,dpe thub bstan rgyas chos 'khor gling dgon pa,,贝图桑吉春科林寺,Petub Khiid; Pethub Stangey Choskhor Ling Khiid; Bakula Rinpoche Khiid; Betüv Khiid,,,,,,
1413,Ivolginsky Datsan,dga' ldan bkra shis chos 'khor,,,,,,,Иволгинский дацан,Иволгинский дацан,
1414,Key,skyid dgon,,,Kye; Ki; Kyi,,,,,,
1415,Bengen,ban rgan dgon,,白格寺,Pangen Gonpa; baige si,bsam gtan chos rdzong gling; paN rgan dgon,,,,,
1416,Sonada,bsam grub dar rgyas chos gling,,,Samdrub Darjay Chöling Monastery,,,,,,
1417,Diskit,bde skyid,,,,,,,,,
1418,Charasa,lchags ra sa,,,,,,,,,
1419,Ensa,dben sa,,,Wensa,,,,,,
1420,Tsazar,tsha zar dgon,,,,,,,,,
1421,Stongdey,stong sde'i dgon pa,,,Tongde; Thongde,,,,,,
1422,Phuktal,phug dal dgon,,,,,,,,,
1423,Karsha,dkar sha dgon pa,,,Kursha,,,,,,
1426,Taktsang Lhamo Kīrti,stag tshang lha mo kir+ti dgon,,纳摩格尔登寺,Kirti Monastery Namgyel Dechen Ling,kirti dgon rnam rgyal bde chen ling,,,,,
1428,Achung Namdzong,a chung gnam rdzong,,阿琼南宗寺,,,,,,,
1429,Bo Gangkar Monastery,bo gangs dkar sgrub sde,,,,bo gangs dkar dgon,,,,,
1431,Mahā Kyilung,,,,,skyid lung gsang sngags chos sde gling,,,,,
1432,Kachok,ka mchog dgon,,干木足寺,,,,,,,
1433,Minyak Kyernang,mi nyag sker nang,,,,,,,,,
1434,Kardza,dkar mdza',,,,gar nang dkar mdza' ri khrod,,,,,
1435,Lautang,la'u thang,,,,,,,,,
1437,Tabka,stabs ka,,,,,,,,,
1438,Trawakha,khra ba kha,,,,,,,,,
1439,Tangsak,thang sag,,,,,,,,,
1441,Lekshe Nyida Ling,legs bshad nyi zla'i gling,,,,,,,,,
1443,Gampo Abbey,,,,,,,,,,
1449,Yak Monastery,yag dgon,,,,,,,,,
1450,Lhapu Mokchok,lha phu rmog lcog ri khrod,,,,,,,,,
1462,Sherabling,shes rab gling,,,Palpung Sherabling,dpal spung shes rab gling,,,,,
1467,Sengchen Namdrak Monastery,seng chen gnam brag dgon,,,,,,,,,
1472,Drepung (India),bras spungs,,,,,,,,,
1473,Buxa Chogar Tosam Tardo Ling,sbag sa chos sgar thos bsam thar 'dod gling,,,Thosam Thardo Ling College for the Preservation of Buddhist Culture,,,,,,
1474,Ganden Tritok Khang (India),dga' ldan khri thog khang,,,Tritok Khang; Tripa House; Trithok Khang,,,,,,
1475,Ganden Pelgye Ling,dga' ldan 'phel rgyas gling,,,Gaden Phelgye Ling,,,,,,
1476,Chokhor Ling,chos 'khor gling,,,Tibet-Institut Rikon; Kloster zum Rad der Lehre,,,,,,
1477,Ganden (India),dga' ldan,,,,,,,,,
1478,Ling Khamtsen (India),gling khams tshan,,,,,,,,,
1479,Labsum Shedrub Ling,bslab gsum bshad sgrub gling,,,Lamaist Buddhist Monastery of America; Tibetan Buddhist Learning Center,,,,,,
1480,Pombora Khamtsen,spom 'bo ra khams tshan,,,Pomra Khamtsen; Bompora Khamtsen,spom ra,,,,,
1481,Ngopu Yangchen Puntsok Ling,sngo phu yang can phun tshogs gling,,红坡寺,Ganden Yangpachen,dga' ldan yangs pa can,,,,,
1482,Bomrak Ganden Dondrub Ling,sbom rag dga' ldan don grub gling,,噶丹东竹林寺,Trungtrung Tsogang,khrung khrung mtsho sgang,,,,,
1486,Adu Yakgo,a 'dus yag mgo dgon,,,Sangchen Tashi Choling,gsang chen bkra shis gling,,,,,
1487,Datsang,da tshang dgon,,大藏寺,Ganden Datsang Lhundrub Ling,dga' ldan da tshang lhun grub gling,,,,,
1488,Damtok,dam thog dgon,,当头寺,,,,,,,
1489,Tridu Kelzang,khri 'du skal bzang dgon,,尕藏寺,Kelzang Peljor Ling,skal bzang dpal 'byor gling,,,,,
1490,Serjong,ku se gser ljongs,,,,,,,,,
1491,Guzi,gu zi dgon,,俄支寺,,go zi dgon,,,,,
1492,Takmo Lingkha,stag mo gling kha,,达摩林卡寺,Mu Takpoling,,,,,,
1493,Baradrak Dondrubding,ba' ra brag don grub lding,,巴热扎嘎寺,Shang Bara Drakkar,shangs 'ba' ra brag dkar,,,,,
1497,Dzonyak Samdrub,mdzo nyag bsam grub,,,,,,,,,
1498,Tubten,thub bstan dgon,,,,,,,,,
1499,Dzonggo,rdzong mgo dgon,,,,,,,,,
1501,Druk Dechen Chokhor,brug bde chen chos 'khor,,德庆曲果寺,,,,,,,
1504,Ka-Nying Shedrub Ling,bka' rnying bshad sgrub gling,,,,,,,,,
1506,Karma Migyur Ling,karma mi 'gyur gling,,,Karma Mingyur Ling,,,,,,
1507,Dhagpo Kagyu Ling,dwags po bka’ brgyud gling,,,,,,,,,
1509,Karma Triyana Dharmachakra,,,,,,,,,,
1510,Khampa Gar (Tashi Jong),khams pa sgar,,,,,,,,,
1512,Karma Drupgyud Choeling,karma grub brgyud chos gling,,,,,,,,,
1513,Shri Karma Raja Mahavihara,phags zhing zhwa dmar dgon pa,,,,,,,,,
1515,Tawu Sangngak Chokdrub Ling,rta'u gsang sngags mchog grub gling,,,,,,,,,
1516,Lhalam,lha lam dgon,,,Tsangsar Lhalam Monastery; Lhalam Wosel Ling,gtsang sar lha lam dgon; lha lam 'od gsal gling,,,,,
1517,Lachab,bla khyab,,,Tsangsar Lachab; Lachab Jangchub Norzin Choling,bla khyab byang chub nor 'dzin chos gling,,,,,
1518,Sangngak Choling,gsang sngags chos gling,,三安曲林寺,Jar Sang-ngak Choling,byar gsang sngags chos gling,,,,,
1521,Ru Gonsar,ru dgon gsar,,,,,,,,,
1522,Labrang Gyuto Dratsang,rgyud stod grwa tshang gsang chen rdo rje gling,,,Labrang Upper Tantric College,,,,,,
1523,Labrang Gyume Dratsang,bla brang rgyud smad grwa tshang,,,Labrang Lower Tantric College,,,,,,
1524,Ghum Yiga Choeling,yid dga chos gling,,,Ghoom Yiga Choling,,,,,,
1526,Dubdi,sgrub sde gsang sngag rdo rje gdan,,,Yukzom; Drubde Sang Ngak Dorje Den,,,,,,
1527,Sangngak Choling,gsang sngags chos gling,,,Sanga Choeling,,,,,,
1528,Doling,rdo gling dgon,,,,,,,,,
1529,Ralong,ra langs karma rab brtan gling,,,Ralang; Old Ralang Monastery,,,,,,
1532,Dranggyekha,brang rgyas kha dgon,,,,spa gro 'brang rgyas kha,,,,,
1533,Do Chorten,,,,,,,,,,
1534,Tsangsar Namgon,gtsang sar rnam dgon,,"Canshagong, 参沙公",,,,,,,
1538,Tergar Ösel Ling,gter gar 'od gsal gling,,,,,,,,,
1541,Pema Khyung Dzong,,,,,,,,,,
1542,Benchen,ban chen dgon,,,,,,,,,
1544,Pema Choling,padma chos gling,,,,,,,,,
1545,Jekhar Chode Gon,bye mkhar chos sde dgon,,,Nyemo Chode Monastery,snye mo chos sde,,,,,
1546,Drapu Choling,grwa phu chos gling,,,Tashi Choling,bkra shis chos gling,,,,,
1548,Tashi Choling,bkra shis chos gling,,,,,,,,,
1549,Kagyu Gonsar,bka' brgyud dgon gsar,,,Kagon Tshechokling; Dromo Kagyu; Ganden Tengye Ling,bka' dgon tshe mchog gling; gro mo bka' brgyud; dga' ldan bstan gyas gling,,,,,
1552,Chungtang,,,,Tsunmo Rinchentang,btsun mor rin chen thang,,,,,
1554,Jangchub Chokhor Ling,byang chub chos 'khor gling,,,,,,,,,
1555,Tangkya Gon,thang skya dgon pa,,,,,,,,,
1556,Drakkar,drag dkar,,丈卡寺,Mindrol Norbu Ling,thub bstan yongs 'dus dga' tshal brag mkhar smin grol nor bu gling,,,,,
1559,Ganden Chokhor Ling,dga' ldan chos 'khor gling,,,,,,,,,
1563,Dosib,mdo srib,,,,mdo srid,,,,,
1564,Dungdo,dung mdo,,,,,,,,,
1565,Dzamtok,dzam thog,,,,,,,,,
1566,Shangto,shangs mtho,,,,,,,,,
1567,Rabten,rab brtan,,,,mgon gzigs rab brtan dgon; 'bri rgyud rab brtan dgon,,,,,
1568,Wara,wa ra,,,,,,,,,
1570,Dogyu Tosam Ling,mdo rgyud thos bsam gling,,,,,,,,,
1573,Tharlam,thar lam,,汤陇寺,Tarlam,,,,,,
1575,Rizong,ri rdzong dgon pa,,,,,,,,,
1576,Tashigang,bkra shis sgang,,,,,,,,,
1578,Labu,la bu,,,,,,,,,
1579,Terlam,gter lam,,,Ganden Sang-ngak Yarpel Ling; Dulam; Tulam,dga' ldan gsang sngags yar 'phel gling,,,,,
1585,Sera (India),se ra,,,,,,,,,
1586,Tashi Lhunpo (India),bkra shis lhun po,,,,,,,,,
1587,Stakna,stag sna dgon,,,,,,,,,
1588,Bardan,bar gdan dgon pa,,,Bardam,bar gdan gsang sngags chos gling,,,,,
1593,Lo Gekar,glo ge dkar,,,,,,,,,
1594,Dharma Swami Buddha Vihara,,,,New Buddha Mandir,,,,,,
1595,Tsarang,rtsa rang,,,Lo Tsarang Tubten Shedrub Dargye Ling,glo rtsa rang thub bstan bshad sgrub dar rgyas gling; rtsa brang,,,,,
1596,Namgyel Chode,rnam rgyal chos sde,,,Namgyel Chode Tubten Dargye Ling,rnam rgyal chos sde thub bstan dar rgyas gling,,,,,
1600,Montang Chode,smon thang chos sde,,,Moncho Drakkar Tekchen Ling,smon chos brag dkar theg chen gling,,,,,
1601,Kak Chode,skag chos sde,,,Kak Chode Tubten Sampel Ling; Kagbeni; Kakbeni,bkag chos sde thub bstan bsam ’phel gling,,,,,
1602,Gemi,gad smad,,,Shedrub Dargye Ling,bshad sgrub dar rgyas gling,,,,,
1603,Dzong Chode,rrzong chos sde,,,Dzong Chode Shedrub Dargye Ling,rdzong chos sde bshad sgrub chos ’phel gling,,,,,
1604,Beru Lachen,be ru bla chen,,,,bes ri bla chen dgon pa; dre'u ri bla chen dgon pa,白日拉庆寺,,,,
1605,Gar Gon,gar dgon,,,Jangchub Choling,byang chub chos gling,尕拉寺/嘎寺,,,,
1608,Kandze Shedrub Norbu Ling,dkar mdzes bshad sgrub nor bu gling,,甘孜扎西萝卜楞寺,Kandze Monastery; Ganze,,,,,,
1610,Yarlung Tashi Chode,yar klung bkra shis chos sde,,扎西曲德寺,,,,,,,
1611,Sakya Centre,,,,Tsechen Tenpal Gatsal Shedup Chokhorling,,,,,,
1615,Dzogchen Monastery India,,,,,,,,,,
1617,Tartse Labrang,thar rtse bla brang,,,,,,,,,
1618,Pende Labrang,phan bde bla brang,,,Penkhang Labrang,phan khang bla brang,,,,,
1619,Khangsar Labrang,khang gsar bla brang,,,,,,,,,
1620,Luding Labrang,klu sdings bla brang,,,,,,,,,
1624,Yutsa,g.yu tsha dgon,,,,,,,,,
1627,Pangshar,span shar,,,,,,,,,
1630,Dongtok,gdong thog,,,,,,,,,
1631,Dhīpu,dhiḥ phu,,,,,,,,,
1632,Yakdze,g.yag ze dgon,,,,,,,,,
1634,Tenpel,bstan 'phel,,,,,,,,,
1636,Bumsar,bum gsar,,蒙沙寺,,,,,,,
172,Swayambhunath,phags pa shing kun,,,Svayambhunath; Swoyambhunath; Monkey Temple,rang byung mchod rten chen po; 'phags shing mchod rten,,,,,
173,Boudhanath,bya rung kha shor,,,Boudanath; Bouda Nath; Jarung Kashor; Tongdrol Chorten Chenmo,bya rung kha shor mchod rten; mthong grol mchod rten chen mo,,,,,
1158,Bodhgaya,rdo rje gdan,,,Vajrāsana; Mahabodhi Stupa,,,बोधगया,,,
1333,Namo Buddha,stag mo lus sbyin mchod rten,,,Takmo Lujin,,,,,,
1351,Gontang Bumpa,dgon thang 'bum pa,,,,,,,,,
1494,Lumbini,,,蓝毗尼,,,,,,,
1606,Sarnath,,,,,,,,,,
45,Zha Lhakhang,zhwa'i lha khang,,,Zhai Lhakhang; Zhwai Lhakhang; Zhva Lhakhang; Zhwa Lhakhang; xia lakang; xiang lakang si,,霞拉康; 香拉康寺,,,,
92,Nyetang Dolma Lhakang,snye thang sgrol ma lha khang,,聂塘卓玛拉康,nietang zhuoma lakang,,,,,,
181,Longtang Dolma Lhakhang,klong thang sgrol ma lha khang,,,Langtang Dolma; Dolma Lhakhang,,,,,,
865,Banak Zhol Gyelkhang,sbra nag zhol rgyal khang,,,Banak Shol; Banakshol,,,,,,
866,Barkor Jampa Lhakhang,bar skor byams pa lha khang,,,Jamkhang; byams khang; Jampa Lhakhang,,,,,,
867,Barkor Mani Lhakhang,bar skor ma Ni lha khang,,,Mani Lhakhang; Miwang Khorlo,,,,,,
868,Barkor Mani Lhakhang Shar,bar skor ma Ni lha khang shar,,,Eastern Barkor Mani Lhakhang,,,,,,
872,Palden Lhamo Shrine,dpal lha'i tsha khang,,,Panden Lhamo Shrine,,,,,,
873,Gesar Lhakhang,ge sar lha khang,,,Barmari; bamare si; gesa-er lakang; mofanshan guandi miao,bar ma ri; bar ma ri lha khang,巴玛热寺; 格萨尔拉康; 磨盘山关帝庙,,,,
874,Jebumgang Lhakhang,rje 'bum sgang lha khang,,吉崩岗拉康,Jebum temple; jibenggang lakang,rje 'bum lha khang,,,,,
875,Karmashak Tsenkhang,karma shag btsan khang,,,Karmasha; karma shag; gamaxia si,,嘎玛夏寺,,,,
877,Lhasa Tsuklakhang,lha sa gtsug lag khang,,,Jokhang; Rasa Trulnang Tsuklakhang; dazhao si; zulakang; juekang,ra sa 'phrul snang gtsug lag khang; jo khang; ra sa 'phrul snang gi gtsug lag khang,大昭寺; 祖拉康; 觉康,,,,
878,Lukhang,klu khang,,龙王潭,Dzonggyab Lukhang; longwangtan; zongjiao lukang,rdzong rgyab klu khang,龙王潭,,,,
894,Northern Rigsum Gonpo Lhakhang,byang rigs gsum mgon po'i lha khang,,,Jang Rigsum Gonpo Lhakhang; North Sanyou Temple,,,,,,
895,South-Eastern Rigsum Gonpo Shrine,lho shar rigs gsum mgon po'i lha khang,,,Lho Shar Rigsum Gonpo,,,,,,
896,South-Western Rigsum Gonpo Lhakhang,lho nub rigs gsum mgon po'i lha khang,,,Lho Nub Rigsum Gonpo Lhakhang,,,,,,
897,Southern Rigsum Gonpo Lhakhang,lho rigs gsum mgon po'i lha khang,,,Lho Rigsum Gonpo Lhakhang,,,,,,
898,Rabsel Tsenkhang,rab gsal btsan khang,,,raosai zankang,,绕赛赞康,,,,
899,Ramoche,ra mo che gtsug lag khang,,小昭寺,jiada remuqi zulakang; xiaozhao si,rgya stag ra mo che; rgya btab ra mo che gtsug lag khang;,小昭寺; 甲达热木齐祖拉康,,,,
1025,Nalatse Nepoche,na la tse gnas po che,,,,,,,,,
1120,Buchu Lhakhang,bu chu lha khang,,,Buchu Sergyi Lhakhang,kong po bu chu; kong yul bo chu thar legs,,,,,
1122,Drampagyang,ru gnon gram pa rgyang,,,,,,,,,
1123,Tsangdram,gtsang 'gram,,,Tsangdram Jema Lhakhang,g.yas ru gtsang 'gram bye ma'i lha khang; g.yas ru gtsang 'gram bde rgyas bye ma gling gi gtsug lag khang,,,,,
1124,Traduntse,pra dun rtse,,江扎东哲寺,Jang Traduntse; Zhadun Lakang,,,,,,
1125,Mangyul Jamtrin Lhakhang,mang yul byams sprin lha khang,,强真寺,Jamtrim Gegye Temple; Jamdrin Lhakhang; qiangzhen si,byams sprin lha khang; byang sprin yid 'ong dge rgyas,,,,,
1162,Tachogang Lhakhang,rta mchog sgang lha khang,,,Tachog Lhakhang,,,,,,
1185,Gyelwa Sengge Ngaro Lhakhang,rgyal ba seng ge'i nga ro'i lha khang,,,Dedenling Sengge Ngaro,,,,,,
1217,Chakhyi Lhakhang,bya khyi lha khang,,,Chakyi Lhakang,,,,,,
1347,Sinpo Ri Lhakhang,srin po ri lha khang,,,,,,,,,
1372,Śāntipura,,,,,,,,,,
1376,Chode (Denma),chos sde'i gtsug lag khang,,,,,,,,,
1397,Borobudur,,,,Barabudur,,,,,,
1500,Jasa Lhakhang,bya sa lha khang,,恰萨拉康,,,,,,,
1539,Hiraṇyavarṇa Mahāvihāra,,,,Golden Temple,,,,,,
1591,Jamchen Lhakhang,byams chen lha khang,,,Trikal Maitreya Buddha Vihara; Great Maitreya Temple,,,,,,
1597,Tangtong Gyelpo Lhakhang,thang stong rgyal po lha khang,,,Tanggyel Lhakhang; Tangyel Lhakhang; Tangtong Gyelpo Temple,thang rgyal lha khang,,,,,
1598,Shukden Lhakhang,gshugs ldan lha khang,,,,,,,,,
1609,Lingyin Temple,,,靈隱寺,,,,,,,
728,Surkhang Manor House,zur khang gzims shag,,,,,,,,,
729,Horkhang Manor House,hor khang gzims shag,,,,,,,,,
843,Kyitopa Manor House,skyid stod pa gzims shag,,,,,,,,,
844,Pangdatsang Manor House,spom mda' gzims shag,,,Pomdatsang,,,,,,
845,Sampho Manor house,bsam grub pho brang gzims shag,,,Samdrub Podrang; Sampo; bsam pho,,,,,,
846,Punkhang Manor House,phun khang gzims shag,,,,,,,,,
847,Changlochen Manor House,lcang lo can gzims shag,,,,,,,,,
848,Palha Manor House,pha lha gzims shag,,,Pajo Lhakhang; Phala,pha jo lha khang,,,,,
849,Namseling Manor House,rnam sras gling gzims shag,,,Namling,,,,,,
850,Shakabpa Manor House,zhwa sgab pa gzims shag,,,,,,,,,
851,Tethong Manor House,bkras mthong gzims shag,,,,,,,,,
852,Doring Manor House,rdo ring gzims shag,,,Gazhi Manor House,,,,,,
853,Tsarong Manor House,tsha rong gzims shag,,,,,,,,,
855,Yuthok Manor House,g.yu thog gzims shag,,,,,,,,,
857,Lhalu Podrang,lha klu'i pho brang,,,,,,,,,
858,Dechen Rabten Manor House,bde chen rab brtan,,,,,,,,,
870,Taktser,stag mtsher,,,,yab gzhis stag mtsher; yab gzhis stag lha,,,,,
883,Kunsangtse,kun bzang rtse,,,,,,,,,
902,Shatra,gzims shag bshad sgra,,,Shedra; Puntsok Khangsar,,,,,,
903,Tromsikhang,"grom gzigs khang, Tromzikhang",,,Tromzikhang,,,,,,
1075,Gyari Castle,rgya ri mkhar,,,,,,,,,
1092,Sadutshang Manor House,gzims shag sa 'du tshang,,,,,,,,,
1099,Bhutan House,mi 'gyur ngon dpar dga ba'i pho brang,,,,,,,,,
1298,Surkhang Printery,zur khang par khang,,,,gzim zur khang gi par khang,,,,,
1312,Roerich House,gzims shag ro rig,,,Urusvati Institute,,,,,,
1470,Birla House,sbir la ha'o si,,,,,,,,,
1471,Chopra House,cob ra ha'o si,,,,,,,,,
1561,Drumpa Manor House,bhruM pa gzims shag,,,Trumpa; Dakpo Drumpa,,,,,,
887,Armory,dmag spyi khang,,,Magchikhang; Makshikhang; Magshikhang,,,,,,
888,Treasury,dngul par khang,,,Ngul Parkhang; Ngu Barkhang,,,,,,
889,Shol Printery,zhol spar khang shar dga' ldan phun tshogs gling,,,Shol Parkhang; Shol Barkhang; Shoel Printing House; Zhol Parkhang,,,,,,
890,Shol Office,zhol pa las khungs,,,Shol Lekhung; Shoelpa Laekung; Zhol Lekhung,,,,,,
904,Nangtseshar,snang rtse shar,,,Nangtseshak,snang rtse shag las khungs,,,,,
1543,Central Tibetan Administration,btsan byol bod mi'i sgrig 'dzugs,,,Tsenjol Bömi Drigzuk; Bözhung Ganden Potrang Choklé Namgyel; Tibetan Government in Exile; CTA,,,,,,
905,Potala,po ta la,,布达拉宫,bu da la gong,pho brang po ta la; pho brang khri rtse dmar po,布达拉宫; 布達拉宮,,,,
906,Norbulingkha,nor bu gling kha,,,Norbulingka; Norbu Lingka Palace; luobu linka gongdian,,罗布林卡; 羅布林卡,,,,
1077,Rigo Tashi Chodzong Castle,ri sgo bkra shis chos rdzong,,,,,,,,,
1198,Gyel Kartse Palace,pho grang rgyal mkhar rtse,,江孜城堡,jiangzi chengbao,rgyal rtse rdzong mkhar,,,,,
1253,Zamkhar,zam mkhar,,,,,,,,,
1285,Dongkar Dzong,gdong dkar rdzong,,,,,,,,,
1345,Yumbu Lagang,yum bu bla sgang,,雍布拉岗,,yum bu bla mkhar,,,,,
1349,Tashi Podrang,bkra shis pho brang,,,,,,,,,
1407,Stok Royal Palace,,,,,,,,,,
1558,Sokmo Palace,sog mo pho brang,,,,,,,,,
1589,Padum Palace,dpa' gtum mkhar,,,,,,,,,
188,Garmo Chodzong,mgar mo chos rdzong,,,,,,,,,
225,Rechung Puk,ras chung phug,,热琼洞,Rachung Phuk; reqiong dong,,,,,,
507,Tsagyel,tsha rgyal,,,,,,,,,
534,Serkyi Gyelgo,gser kyi rgyal sgo,,,,,,,,,
863,Drak Yongdzong,bsgrags yongs rdzong,,,Drak Yangdzong; Drayangdzong; Drakyongdzong; Dra Yongdzong; zha yangzong si,bsgrags yongs rdzogs; yongs rdzong; sgrags kyi yang rdzong gshin rje rol pa'i pho brang; bsgrags yongs rdzong gshin rje rol pa'i sgrub gnas,扎央宗寺,,,,
951,Samye Chimpu,bsam yas mchims phu,,青浦,Samye Chimphu; qingpu,mchims phu,青浦,,,,
1478,Ling Khamtsen (India),gling khams tshan,,,,,,,,,
1479,Labsum Shedrub Ling,bslab gsum bshad sgrub gling,,,Lamaist Buddhist Monastery of America; Tibetan Buddhist Learning Center,,,,,,
1480,Pombora Khamtsen,spom 'bo ra khams tshan,,,Pomra Khamtsen; Bompora Khamtsen,spom ra,,,,,
1481,Ngopu Yangchen Puntsok Ling,sngo phu yang can phun tshogs gling,,红坡寺,Ganden Yangpachen,dga' ldan yangs pa can,,,,,
1482,Bomrak Ganden Dondrub Ling,sbom rag dga' ldan don grub gling,,噶丹东竹林寺,Trungtrung Tsogang,khrung khrung mtsho sgang,,,,,
1486,Adu Yakgo,a 'dus yag mgo dgon,,,Sangchen Tashi Choling,gsang chen bkra shis gling,,,,,
1487,Datsang,da tshang dgon,,大藏寺,Ganden Datsang Lhundrub Ling,dga' ldan da tshang lhun grub gling,,,,,
1488,Damtok,dam thog dgon,,当头寺,,,,,,,
