"Place Name","BDRC ID",community_id,person_id
"Serkyi Gyelgo",NULL,534,"4115; 11417"
"Serlung Monastery ",NULL,347,5729
Sershul,G3261,469,"6470; 10093"
"Seula Chokhor Dorjeden",G56,1072,"7803; 7815"
Sewalung,G2251,228,3168
"Shadrang ",G1KR2419,1248,2854
"Shadzong Ritro",G1PD96097,806,2399
"Shakya Shei-Drub Ling",NULL,1612,10355
"Shambhala Mountain Center",NULL,1448,"11231; 11385"
Shangto,NULL,1566,13707
"Shar Yelpuk ",G488,157,"7636; 7637"
"Shardza Hermitage",G4660,1361,10961
Shardzong,NULL,403,6548
"Sharkyo Ganden Monastery",NULL,705,13234
Shatra,NULL,902,9301
"Shauk Tago",G1GS88600,1289,2683
Shechen,G20,13,"4291; 4358; 8574; 8825; 9047; 9213; 9525; 9622; 9884; 9895; 9990; 10093; 10146; 11231; 13227; 13228; 13453; 13454; 13455; 5151; 5159; 5164; 5166; 6668"
"Shel Monastery",G1KR2411,396,2788
"Shide Dratsang",G1KR841,900,"3107; 4309; 11798"
"Shitsang Gonsar",G301,361,"6198; 6928; 6929; 7876; 7876; 7877; 7881; 7882; 7937; 2506"
"Sho Monastery",G1AG56,160,3469
"Shol Printery",G1PD129185,889,"3307; 6065"
Shopamdo,G4689,813,29
"Shri Karma Raja Mahavihara",NULL,1513,"12839; 11385"
Shukchung,G1AG115,1309,9945
"Shukden Lhakhang",NULL,1598,"10203; 12745"
"Shukgang Monastery",G3841,1105,8754
"Shukjung Monastery",G1KR159,1320,"13617; 13688; 13817; 13850"
Shukseb,G521,85,"13628; 13843; 5; 3152"
"Simda Dzogchen Monastery",G4687,700,"13227; 13228; 13453; 13454; 13455; 5151; 5159"
"Sinmo Dzong ",G3774,259,9254
"Sinpo Ri Lhakhang",NULL,1347,"4358; 3736"
"Sokmo Palace",NULL,1558,13701
Sonada,NULL,1416,12180
"Sorik Dropen Ling",G2KT7,1119,"5331; 3109"
Spituk,G1KG24026,1406,13652
"Sravasti Abbey",NULL,1736,13884
"Śrī Siṃha College",G3219,439,"11487; 11488; 11489; 11490; 11491; 12906; 12980; 13162; 13178; 13181; 13679; 13721; 3485; 4228; 9047; 9203; 9355; 9585; 9588; 9589; 9593; 9601; 9622; 9895; 10093; 10355; 11426; 11427; 11435; 11444; 11445; 4358; 5024; 5041; 5044; 5048; 5078; 5115; 5117; 5120; 5121; 7272; 7551; 7559"
"St. Joseph's School",NULL,1374,"13545; 13583; 13611; 13628"
Stakna,G1ER2,1587,"13743; 13825"
"Stok Royal Palace",G1BL25,1407,13652
Stongdey,NULL,1421,"13823; 7305"
"Surkhang Manor House",G1062,728,"11790; 11796; 11798; 2423"
"Surkhang Printery",G2CN10934,1298,2423
Swayambhunath,G3156,172,"2510; 3152; 4354; 12839; 6856; 7007; 7870; 8782; 9372; 10355; 11385"
Tabka,G2CN11063,1437,8730
Tabo,G1KG17626,719,10199
"Tachogang Lhakhang",G1TD32,1162,7622
"Tak Monastery",G1KR2304,288,2948
Takdo,NULL,498,6635
"Taklung Drak",G437,1230,5317
"Taklung Drilung",NULL,1306,9172
"Taklung Ganden Damcho Ling",G168,831,5729
"Taklung Monastery",G67,80,"4368; 7637; 3101; 3139; 4086; 4114; 13068; 13071; 13080; 13141; 13707; 9126; 9172; 9254; 10315; 11141; 11285"
"Taklung Tarling Chode",G3611,1237,10579
"Takmo Lingkha",G1KR1602,1492,12553
"Takmogang Kelzang Puntsok Ling",G491,427,"11487; 6668; 8578; 9546; 10412; 10413; 10414; 10415"
"Takpu Chode",G405,317,"13241; 5953; 6441"
"Takten Puntsok Choling",NULL,1661,11437
"Takten Puntsok Ling ",G390,110,"10961; 11183; 11437; 4358; 5985; 6567; 2712; 4150; 11731; 12180"
"Taktsang Lhamo Kīrti",G1KR217,1426,"13655; 3049"
"Taktsang Monastery",G254,1299,6548
"Taktsang Rawato ",NULL,402,"6505; 6548; 6648"
"Taktse Hermitage",NULL,1363,"7442; 10961"
"Taktse Rinchen Gang",G2365,324,"10480; 5432; 6872; 13112"
Taktser,NULL,870,13805
"Talang ",NULL,377,7918
"Talo Sangngak Choling ",G189,380,"8355; 13747; 13749"
"Tamshing Lhakhang",NULL,400,3000
"Tanak Dorjeden",G11MS147,952,12883
"Tanak Pu Monastery",G3CN378,1240,5803
"Tanak Serling",G2GS1070,269,1985
"Tanak Tubten Namgyel ",G506,270,"1985; 12479; 12553; 12613; 13248; 13721; 13788; 10452; 10528"
"Tangkya Lhakhang ",G2067,143,"8097; 6286"
Tango,G218,308,"7601; 7622; 7815; 8028; 10531; 10857"
Tangpoche,G2824,195,5717
"Tangring Monastery",G474,339,3758
Tangsak,G407,1439,8730
"Tangtong Gyelpo Lhakhang",NULL,1597,12745
"Tarde Monastery",G1663,1199,4358
Tarlam,G2552,178,"4820; 11883; 12500; 13186; 13248; 13249; 13677; 1831; 10355; 10815"
"Tarpa Tse",NULL,1655,8972
"Tartse Labrang",G2CN10992,1617,"13246; 13647; 13795; 13796; 13797"
Taser,G4404,1520,13684
"Tashi Chokhor Ling",NULL,508,9929
"Tashi Choling (Oregon)",NULL,1719,10019
"Tashi Choling Hermitage",G2482,1020,3989
"Tashi Cholung",G3486,285,"2328; 3778; 3782; 4276; 13095; 13097; 5137"
"Tashi Chopel Dratsang",NULL,984,"7069; 7162"
"Tashi Dokha",G4466,962,"4358; 13073"
"Tashi Gang",G2600,704,13233
"Tashi Gepel Ling",G478,1100,4631
"Tashi Gomang",G1802,1713,9083
"Tashi Lhunpo (India)",NULL,1586,8156
"Tashi Pende",G3488,278,"8116; 13095; 13096; 13102; 13113; 2328; 3778; 3788; 3789; 3791; 6340; 6690"
"Tashi Podrang",NULL,1349,4358
"Tashi Samten Ling",NULL,517,"1901; 1902"
"Tashi Tongmon",G205,949,11441
"Tashi Yanggon",G685,1094,8474
Tashichoedzong,G1TD12,387,"8028; 10531; 2789; 7815"
Tashigang,G2261,1576,12403
Tashilhunpo,G104,39,"11575; 11731; 12521; 12828; 13173; 13203; 13510; 13628; 4380; 4631; 5317; 5426; 5729; 5805; 5871; 5899; 6175; 6219; 6526; 6746; 6788; 6910; 6953; 7240; 7297; 7525; 8156; 9289; 9693; 9839; 9873; 10168; 10687; 10961; 11114; 11417; 11437; 40; 1586; 2180; 2328; 2339; 2418; 2462; 2787; 2912; 2949; 3141; 3152; 3307; 3414; 3758; 3782; 3791; 3822; 3877; 3883; 3989; 4077; 4265"
"Tashilhunpo Shartse Dratsang",G107,344,"2442; 3758"
Tashilung,NULL,531,4359
"Tasho Pomdrak ",G4813,419,"4140; 9213"
"Tatsak Lhundrub Dechen",G1711,539,"6746; 2330; 4168"
"Tawu Sangngak Chokdrub Ling",G4419,1515,8906
"Tekchen Choling Tsuklagkhang",NULL,1678,11437
Tengyeling,G303,723,8538
Tenpel,G1685,1634,12981
Terdrom,G2036,822,"13613; 8964; 9171; 9469"
"Tergar Ösel Ling",NULL,1538,12839
Terlam,G3005,1579,13867
"Terlung Yiga Chodzin Ling",G471,479,"6045; 7170; 7171; 7172"
"Tetung Monastery",NULL,338,5899
"Thangu Monastery",NULL,1686,9764
Tharlam,NULL,1573,10355
Tharpaling,G4166,1066,"6671; 2882; 3000; 13127"
"Thikse Monastery",G505,1283,"7305; 8156; 40"
"To Jayul Monastery",G229,353,"4488; 4494; 5822; 7090"
"Tokden Monastery",G1KR171,1179,13574
"Toling Monastery",G2194,352,"4487; 5415; 6526; 7113; 10199; 11056"
"Tolung Namgyel",G346,121,"3940; 4113"
"Tolung Takma",G439,292,"2638; 3890"
"Tolung Tsendro",G23,1388,6441
"Tolung Yangwen Pelgon",NULL,586,13222
"Tongkhor Ganden Chokhor Ling ",G239,440,"5479; 6419; 8861; 9873; 2755; 3134; 3730; 3733; 3734; 3735; 3738; 3739"
"Tongkhor Tashilhunpo",G1542,411,"1575; 2755; 2996; 3708; 3712; 13166; 13167; 13171; 13173; 9873"
Tongkyab,G1738,490,7945
"Tosam Norbu Lhunpo","G2JM240 ",1095,"9895; 10018"
"Trakar Lhakhang ",NULL,383,"4372; 4379"
Trandruk,G2820,672,"4358; 9361; 5; 13869"
Trangu,G2577,807,8825
"Trashigang Dzong",NULL,1257,"10372; 13147"
Trawakha,NULL,1438,8730
Trengpo,G4808,1214,8964
"Trewel Ude",G1AG89,1088,13540
"Tridu Kelzang",G2715,1489,4820
"Trijang Labrang",NULL,882,4309
"Trode Khangsar",G1KR829,913,"3040; 6065"
"Tromge Gon",G3635,519,"11603; 12980"
Tromsikhang,G1TD44,903,"5805; 5871"
"Trongsa Dzong",NULL,406,"7874; 10372"
"Tropu Monastery",G279,67,"10280; 11285; 6405; 2798; 2799; 2810; 4113"
"Tsador Monastery ",G1KR1936,360,13547
"Tsādra Rinchen Drak",G37,974,"12180; 4291; 8181; 8538; 8592; 10018; 4358; 7442"
"Tsagen Peshing",G4354,467,"5910; 6025; 6198; 3080"
"Tsamdrak Monastery ",G382,385,8028
"Tsang Chubzang",G343,1161,9482
"Tsang Dondrub Rabten Ling",G1931,464,4607
"Tsangda Monastery",G2726,1107,8754
"Tsangme Sengge",G3833,1111,8754
"Tsangrong Shardzong Ritro",NULL,1139,9213
"Tsangsar Namgon",NULL,1534,12839
"Tsangwa Monastery",G1KR166,210,"8752; 4358; 7272"
Tsarang,NULL,1595,"12479; 13790; 13791"
"Tsarashab Hermitage",NULL,1468,13659
Tsāri,G4631,1085,"13086; 13120; 13238; 13437; 13445; 13613; 13659; 13812; 4611; 5729; 5997; 6671; 6856; 8028; 8612; 9126; 9361; 9579; 10536; 10644; 10824; 10835; 2758; 2789; 2899; 3121; 3125; 3178; 3307"
"Tsarong Manor House",NULL,853,"7929; 13583; 13625; 13708"
Tsashul,G1676,955,8538
Tsazar,NULL,1420,7305
Tsechen,G357,93,"3673; 3936; 4167; 4170"
"Tsechu Monastery",G1KR168,208,"4358; 8752"
"Tsedong Monastery","G3550 ",682,"10528; 10742; 12553"
"Tsel Gungtang",G30,68,"11877; 4358; 5706; 5795; 6147; 6547; 7637; 2789; 2845; 3182; 3307; 3881; 3937; 3938; 4086; 4168; 4175; 9201; 9482; 11453"
Tselmin,NULL,126,4164
Tsemonling,G220,724,"5652; 6979"
"Tsenpo Gon",G294,532,"5490; 6161; 6526; 3296; 9690"
Tseringjong,G351,254,"9083; 9579; 9612; 10412; 5457; 12980; 3436; 3485"
Tsetang,G607,485,"3955; 4168; 4276; 4358; 6037; 8086; 8354; 9095; 13073"
Tseten,G288,287,2948
"Tseuruma Serde",G1KR2031,1148,2943
Tsibri,G3140,1118,"13205; 7775; 9572"
Tsike,G3JT12623,60,"8181; 12839; 13686; 13692; 13747; 13748; 13749"
Tsikyang,NULL,500,6635
"Tsimda Monastery",G1797,696,"8651; 9083"
"Tsinta Mani Choling, Spokane",NULL,1733,13884
"Tso Gon Ganden Choling ",G293,364,13547
"Tso Pema",G587,1081,"13648; 13689; 13821; 7442; 9; 3152; 9171; 10019; 10146; 11385"
"Tso Pema Orgyen Heruka Nyingmapa Gompa",NULL,1717,10019
"Tsogyel Jomo",G1590,452,4125
"Tsogyel Latso",G2810,1275,"4358; 10373; 10457"
Tsopu,G1634,1010,"8583; 9895"
"Tsunmo Tsel",G330,236,2891
"Tsur Lhalung",G1TD5,972,3169
"Tsurpu Monastery",G33,95,"1659; 2162; 2661; 2662; 2670; 2683; 2730; 2776; 3010; 3175; 3940; 4085; 4113; 4114; 8181; 8906; 9126; 9201; 9634; 10019; 10258; 11385; 12839; 13074; 13152; 13686; 13697; 13860; 13885; 4358; 4676; 7130"
"Tubchen Dargye Ling",G1AG109,1235,10497
Tubten,G1KR2785,1498,12741
"Tubten Gepel",G1KR1570,453,4223
"Tubten Jago Pungpo ",G2CN11045,378,"7815; 7918"
"Tupten Dargye Ling ",G1KR1359,107,13064
"Tuwa ",G3222,289,2948
"Urge Dratsang Sangngak Mingye Ling",G1965,410,"3080; 4611; 5910; 6025; 6529; 6622; 8069"
"Urgyen Samyé Chöling ",NULL,1720,10019
"Uri Monastery",NULL,146,6671
Vikramaśīla,G2CN569,1355,"5717; 5801; 23; 2510; 2810; 10199"
Wangda,G1723,488,"7945; 9083"
"Wangdue Phodrang Dzong ",G3JT12434,376,"7918; 13123"
Wara,G4686,1568,"13249; 13707; 13795; 13796; 10355"
"Wenne Gurulung",G1AG58,992,13072
"Wenne Samdrub Deden Ling ",NULL,495,1564
"Wenne Tashikhyil",NULL,494,1564
"Wensa Monastery",G238,185,"9839; 11352; 6175; 12521; 12883; 13026"
"Wikcho Dzong",G1AG65,1019,6770
"Wolkha Cholung",G4CZ1583,840,"5693; 8986; 10168; 3040"
"Wolkha Samling Monastery",G4CZ1581,960,"3744; 8986; 5706"
"Wonto Monastery",G1652,1238,13511
"Wosel Monastery",G3047,1387,5820
Wozer,NULL,1675,9895
"Wutai Shan",G3187,1140,"8650; 8651; 8861; 9201; 9873; 9985; 10457; 5360; 5381; 5490; 5729; 6099; 6198; 6672; 6928; 7040; 7162; 7170; 7326; 2280; 2418; 2469; 2510; 2755; 2758; 2996; 3141; 3307; 3822; 4077; 11575; 13510; 13861"
"Ximing Temple",NULL,1377,13633
"Xiuduo Monastery",NULL,1379,13634
"Ya Nga Chamda Ganden Khacho Ling",G3420,1241,13196
"Yachen Gar",G3812,1748,12980
"Yak Monastery",NULL,1449,11231
Yakze,"G1679 ",1632,"11428; 13811; 5099"
"Yama Tashikhyil",G3703,565,"8675; 3866; 3883"
Yamalung,G2807,1343,"4358; 12980; 13654; 9083"
"Yamdrok Lake",NULL,1325,"11453; 4220; 13628; 13697; 13816"
"Yangcho Sangcho Pema Lhunding",G496,524,13197
Yanglesho,G01AG03004,1332,"12839; 11385; 7442"
Yangpachen,G198,599,"4358; 5500; 8906; 10548; 13863"
"Yangri Gar ",G62,420,"13738; 13821; 13824; 8964; 3436"
"Yarlha Shampo",G2GS1065,1082,"13086; 13090; 11117"
"Yarlung Namgyel",NULL,616,5408
"Yarlung Pemako",G3983,1172,"4425; 3436; 4272"
"Yarlung Samten Ling",NULL,617,5408
"Yarlung Sheldrak",G2829,1184,"4358; 3883; 8538; 9083; 9121; 13654"
"Yarlung Tashi Chode","G508 ",1610,12479
"Yaso Monastery",G3682,1674,9895
Yershong,G452,1166,2755
"Yeru Wensakha",G3540,245,"2980; 13091; 13093; 13131"
"Yeshe Khorlo Buddhist Society Singapore",NULL,1742,13884
"Yeshe Nyingpo",NULL,1665,10019
"Yeta Lungkar",G1KR1754,721,12096
"Yilhung Lhagyel",G1641,1104,"8754; 10355; 10699"
"Yilhung Lhatso",NULL,1344,"11428; 4358"
Yonghegong,G1955,566,"5338; 8861; 9693; 13744; 2948; 3822"
"Young Lama's Home School",NULL,1440,11231
"Yugu Tongtse",NULL,493,1564
"Yulkhyong Monastery",G3736,1097,11246
"Yumbu Lagang",G4459,1345,"2949; 4358"
"Yungdrung Ling",G3,861,"10961; 13082"
"Yuthok Manor House",G1TD14,855,"11798; 13426; 13724; 9333"
"Yutok Monastery",G1AG47,977,7272
Yutsa,G1PD96165,1624,2945
Zambulung,G3CN392,1311,10835
Zamkhar,G1426,1253,6874
"Zangchen Monastery",G26,1251,2791
"Zangri Kangmar",G2819,1151,"4358; 5644"
"Zangzang Lhadrak",G00AG01624,1724,13879
"Zara Monastery",G00AG02483,1131,"6749; 6756"
"Zha Lhakhang",G2043,45,"5457; 6205; 494; 495; 9985"
"Zhakdra Yumtso",NULL,1648,"9612; 3627"
Zhalu,G275,35,"1831; 2338; 2801; 2845; 2854; 3134; 3936; 3940; 4168; 4220; 4221; 8455; 9482; 10462; 10470; 10480; 10528; 10579; 10753; 11285; 4660; 4669; 6122; 6251; 7512; 13787"
"Zhamar Monastery",G167,1274,"3008; 5729"
"Zhangzhung Dorjeden",G4783,197,"6285; 12180"
"Zhe Dratsang",G1KR1596,546,2997
"Zhertsa Chode ",NULL,265,8103
"Zhichen Bairo Ling",NULL,1731,13884
"Zhichen Monastery",G1563,1318,"13617; 13688; 13817; 13866"
"Zhigon Hermitage",NULL,819,2387
"Zhitok Labrang",G311,934,"1974; 2491; 3188; 3189; 3191; 7348; 10591; 10613"
"Zhiwa Gon",G1588,1277,4125
Zhohong,G1AG92,1141,4611
"Zhuchen Monastery",G3994,699,8650
"Zhung Treuzhing ",G4202,21,"11471; 3006"
"Zhungpa Khamtsen",G2454,1300,13507
"Zingpa Takgo",G4169,1213,8964
"Zungchu Zi",G3CN1712,1150,3758
"Zur Ukpalung",G392,229,4632
"Zurlung Pelchen Lhakhang",G2840,1000,4632
"Zurmang Dutsitil",G326,174,"4358; 11385; 12839; 13686"
"Zurmang Namgyeltse",G2652,702,"1659; 11385; 4358"
