Person ID,Historical Period ID,Historical Period Name,Person Name
13690,13,18th Century,Khangchenne Sonam Gyelpo
13692,14,19th Century,Konchok Peldron
13692,15,20th Century,Konchok Peldron
13693,15,20th Century,Lobzang Wanggyel
13694,15,20th Century,Tenzin Chodrak
13697,15,20th Century,Tsering Chodron
13698,15,20th Century,Samten Gyatso
13699,14,19th Century,Ngawang Jampel Rinchen
13699,15,20th Century,Ngawang Jampel Rinchen
13700,14,19th Century,Dorje Sengge
13700,15,20th Century,Dorje Sengge
13701,15,20th Century,Jago Tobden
13702,15,20th Century,Orgyen Kyab
13703,15,20th Century,Jamyang Pelmo
13704,15,20th Century,Jago Tsewang Dolma
13706,9,14th Century,Jetsun Khacho Wangmo
13707,15,20th Century,Tubten Gyeltsen
13708,15,20th Century,Rigdzin Chodron
13718,15,20th Century,Khangsar Dechen Wangmo
13719,15,20th Century,Gyari Chime Drolma
13720,14,19th Century,Khangsar Yangchen Drolma
13720,15,20th Century,Khangsar Yangchen Drolma
13721,15,20th Century,Drayab Tubten Zangpo
13722,15,20th Century,Drumpa Namgyel Gyeltsen
13724,15,20th Century,Sonam Dekyi
13725,15,20th Century,Lhalung Gyeltsen Tarchin
13731,15,20th Century,Golok Menpa
13737,15,20th Century,Ngawang Jungne
13738,14,19th Century,Konchok Stanzin Damchos Gyurmed
13738,15,20th Century,Konchok Stanzin Damchos Gyurmed
13740,13,18th Century,Gyelpo Zhabdrung
13744,15,20th Century,Lama Chimpa Gyatso
13745,15,20th Century,Kunzang Tendron
13747,14,19th Century,Chime Dorje
13747,15,20th Century,Chime Dorje
13748,14,19th Century,Lama Sangngak
13748,15,20th Century,Lama Sangngak
13749,14,19th Century,Tersey Tulku
13749,15,20th Century,Tersey Tulku
13750,14,19th Century,Tashi Chime
13750,15,20th Century,Tashi Chime
13773,5,10th Century,Gelongma Pelmo
13773,6,11th Century,Gelongma Pelmo
13787,14,19th Century,Sonam Sengge Wangchuk
13787,15,20th Century,Sonam Sengge Wangchuk
13788,14,19th Century,Chime Dolkar
13788,15,20th Century,Chime Dolkar
13789,15,20th Century,Khyenrab Jigme Gyatso
13790,15,20th Century,Kelzang Chodron
13791,15,20th Century,Jampel Tenzin Dradul
13793,14,19th Century,Jampa Ngawang Kunga Chopel
13793,15,20th Century,Jampa Ngawang Kunga Chopel
13794,14,19th Century,Sonam Dolma
13794,15,20th Century,Sonam Dolma
13795,14,19th Century,Wara Zhabdrung Tenpai Nyima
13795,15,20th Century,Wara Zhabdrung Tenpai Nyima
13796,14,19th Century,Wara Zhabdrung Jamyang Namkha Gyeltsen
13796,15,20th Century,Wara Zhabdrung Jamyang Namkha Gyeltsen
13797,14,19th Century,Tartse Zhabdrung Namkha Zangpo
13797,15,20th Century,Tartse Zhabdrung Namkha Zangpo
13798,14,19th Century,Nyendrak Tarpa
13798,15,20th Century,Nyendrak Tarpa
13803,14,19th Century,Nun of the Cemeteries
13803,15,20th Century,Nun of the Cemeteries
13805,15,20th Century,Tseyang Sadutshang
13806,15,20th Century,Gepel Tulku Jamyang Kunga Chokyi Nyima
13809,15,20th Century,Tsering Wangmo
13810,15,20th Century,Lama Dribdel
13810,16,21st Century,Lama Dribdel
13811,15,20th Century,Lama Gyurdrak
13812,14,19th Century,Pelling Ani Wangdzin
13812,15,20th Century,Pelling Ani Wangdzin
13815,15,20th Century,Delok Dawa Dolma
13816,15,20th Century,Pema Tseden
13816,16,21st Century,Pema Tseden
13817,14,19th Century,Gonpo Wanggyel
13817,15,20th Century,Gonpo Wanggyel
13819,15,20th Century,Kunzang Wangmo
13820,15,20th Century,Kunzang Dechen
13821,15,20th Century,Gergan Konchok Sonam
13822,12,17th Century,Geshe Mila Lobzang Tashi
13823,14,19th Century,Khenpo Lobzang Puntsok
13823,15,20th Century,Khenpo Lobzang Puntsok
13824,15,20th Century,Konchok Tokdrol
13825,14,19th Century,Ngawang Tashi Dechen Dorje
13825,15,20th Century,Ngawang Tashi Dechen Dorje
13828,15,20th Century,Gyarong Khandro Dechen Wangmo
person_id,historical_period_id,historical_period_name,default_name
