tol_id,tbrc_id,primary_name,prefered_wylie,name_variant,lang_tag
3414,P1GS107885,"The Second Purchok, Lobzang Jampa",phur lcog 02 blo bzang byams pa,phur lcog 02 blo bzang byams pa,bo-x-ewts
3414,P1GS107885,"The Second Purchok, Lobzang Jampa",phur lcog 02 blo bzang byams pa,Purbuchok 02 Lobzang Jampa,en
3414,P1GS107885,"The Second Purchok, Lobzang Jampa",phur lcog 02 blo bzang byams pa,Purchok 02 Lobzang Jampa,en
3435,P1GS137943,blo bzang ye shes rgya mtsho,blo bzang ye shes rgya mtsho,ye shes rgya mtsho,bo-x-ewts
3459,P1GS53094,sera je geshe tsulga,tshul dga',tshul khrims chos 'phel,bo-x-ewts
3463,P1GS54750,blo bzang bstan pa'i mgon po,blo bzang bstan pa'i mgon po,blo bzang bstan pa'i mgon po,bo-x-ewts
3464,P1GS54859,ngag dbang blo bzang bstan pa'i rgyal mtshan,ngag dbang blo bzang bstan pa'i rgyal mtshan,ngag dbang blo bzang bstan pa'i rgyal mtshan,bo-x-ewts
3468,P1GS56175,sangs rgyas grags,sangs rgyas grags,mi bskyod rdo rje,bo-x-ewts
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,shes rab ye shes,bo-x-ewts
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,smar pa grub thob shes rab ye shes,bo-x-ewts
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,smar pa grub thob shes rab seng ge,bo-x-ewts
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,Sherab Yeshe,en
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,Marpa Drubtob Sherab Sengge,en
3469,P1GS56176,Marpa Sherab Yeshe,smar pa shes rab ye shes,Marpa Drubtob Sherab Yeshe,en
3471,P1GS58297,blo bzang rnam rgyal,blo bzang rnam rgyal,blo bzang rnam rgyal,bo-x-ewts
3485,P1GS60402,Do Dasel Wangmo,mdo zla gsal dbang mo,zla gsal dbang mo,bo-x-ewts
3485,P1GS60402,Do Dasel Wangmo,mdo zla gsal dbang mo,Tubten Tsultrim Pelmo,en
3485,P1GS60402,Do Dasel Wangmo,mdo zla gsal dbang mo,thub bstan tshul khrims dpal mo,bo-x-ewts
3485,P1GS60402,Do Dasel Wangmo,mdo zla gsal dbang mo,Dasel Wangmo,en
3495,P1GS66357,ngag dbang bstan dar,ngag dbang bstan dar,ngag dbang bstan dar,bo-x-ewts
3500,P1GS75049,bstan dga',bstan dga',bstan dga',bo-x-ewts
3502,P1GS765,khrul zhig sman pa,khrul zhig sman pa,khrul zhig sman pa,bo-x-ewts
3503,P1GS87735,sangs rgyas ye shes,sangs rgyas ye shes,sangs rgyas ye shes,bo-x-ewts
3515,P1GS89619,dbang phyug rgyal mtshan,dbang phyug rgyal mtshan,dbang phyug rgyal mtshan,bo-x-ewts
3516,P1GS89620,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,nam mkha' rgyal mtshan,bo-x-ewts
3528,P1KG1361,bstan pa tshe ring,bstan pa tshe ring,bstan pa tshe ring,bo-x-ewts
3553,P1KG1593,sangs rgyas bstan 'dzin,sangs rgyas bstan 'dzin,sangs rgyas bstan 'dzin,bo-x-ewts
3559,P1KG1684,shes rab rgya mtsho,shes rab rgya mtsho,shes rab rgya mtsho,bo-x-ewts
3567,P1KG493,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bo-x-ewts
3569,P1KG517,shes rab rgya mtsho,shes rab rgya mtsho,shes rab rgya mtsho,bo-x-ewts
3580,P1KG661,ngag dbang mkhyen rab,ngag dbang mkhyen rab,ngag dbang mkhyen rab,bo-x-ewts
3581,P1KG663,nyima,nyi ma,nyi ma,bo-x-ewts
3587,P1KG795,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,bo-x-ewts
3590,P1KG853,tshul khrims rgya mtsho,tshul khrims rgya mtsho,tshul khrims rgya mtsho,bo-x-ewts
3601,P1KG880,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bo-x-ewts
3608,P1KG983,mgon po skyabs,mgon po skyabs,mgon po skyabs,bo-x-ewts
3620,P1PD53747,bshad sgrub rgya mtsho,bshad sgrub rgya mtsho,bshad sgrub rgya mtsho,bo-x-ewts
3621,P1PD53751,dkon mchog bstan 'dzin,dkon mchog bstan 'dzin,dkon mchog bstan 'dzin,bo-x-ewts
3627,P1PD76599,Khaying Drolma,mkha' dbyings sgrol ma,Semo Khaying Drolma,en
3627,P1PD76599,Khaying Drolma,mkha' dbyings sgrol ma,sras mo mkha' dbyings sgrol ma,bo-x-ewts
3649,P1PD82384,bkra shis rnam rgyal,bkra shis rnam rgyal,bkra shis rnam rgyal,bo-x-ewts
3650,P1PD82385,dge legs rgya mtsho,dge legs rgya mtsho,dge legs rgya mtsho,bo-x-ewts
3660,P20,Rinchen Chok,rin chen mchog,Ācārya Rinchen Chok,en
3660,P20,Rinchen Chok,rin chen mchog,A tsA rya rin chen mchog,bo-x-ewts
3660,P20,Rinchen Chok,rin chen mchog,lo tsA ba rin chen mchog,bo-x-ewts
3660,P20,Rinchen Chok,rin chen mchog,Lotsāwa Rinchen Chok,en
3661,P200,blo gros rgya mtsho,blo gros rgya mtsho,blo gros rgya mtsho,bo-x-ewts
3666,P2004,kun dga' blo gros,kun dga' blo gros,kun dga' blo gros,bo-x-ewts
3673,P2010,Nyawon Kunga Pel,nya dbon kun dga' dpal,Kunga Pel,en
3673,P2010,Nyawon Kunga Pel,nya dbon kun dga' dpal,kun dga' dpal ba,bo-x-ewts
3676,P2013,bsod nams rab brtan,bsod nams rab brtan,bsod nams rab brtan,bo-x-ewts
3684,P2021,rin chen snying po,rin chen snying po,rin chen snying po,bo-x-ewts
3700,P2036,ngag dbang tshul khrims,ngag dbang tshul khrims,ngag dbang tshul khrims,bo-x-ewts
3704,P204,sangs rgyas seng+ge,sangs rgyas seng+ge,sangs rgyas seng+ge,bo-x-ewts
3708,P2043,"The Second Tongkhor, Yonten Gyatso",stong 'khor 02 yon tan rgya mtsho,stong 'khor 02 yon tan rgya mtsho,bo-x-ewts
3709,P2044,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,bo-x-ewts
3711,P2046,chos grags rgya mtsho,chos grags rgya mtsho,chos grags rgya mtsho,bo-x-ewts
3712,P2048,"The First Tongkhor, Dawa Gyeltsen",stong 'khor 01 zla ba rgyal mtshan,Zhabdrun Dawa Gyeltsen,en
3712,P2048,"The First Tongkhor, Dawa Gyeltsen",stong 'khor 01 zla ba rgyal mtshan,zhabs drung zla ba rgyal mtshan,bo-x-ewts
3717,P2052,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,blo bzang bstan pa'i rgyal   mtshan,bo-x-ewts
3722,P2057,blo bzang bkra shis,blo bzang bkra shis,blo bzang bkra shis,bo-x-ewts
3725,P206,mi'i nyi ma mthong ba don ldan,mi'i nyi ma mthong ba don ldan,mthong ba don ldan,bo-x-ewts
3727,P2061,blo bzang dge legs,blo bzang dge legs,blo bzang dge legs,bo-x-ewts
3727,P2061,blo bzang dge legs,blo bzang dge legs,byang rtse blo bzang dge legs,bo-x-ewts
3728,P2062,ngag dbang blo bzang,ngag dbang blo bzang,ngag dbang blo bzang,bo-x-ewts
3733,P2067,"The Eighth Tongkhor, Tubten Jigme Kelzang",stong 'khor 08 thub bstan 'jigs med skal bzang,Lobzang Dogyu Yeshe Tenpai Gyeltsen,en
3733,P2067,"The Eighth Tongkhor, Tubten Jigme Kelzang",stong 'khor 08 thub bstan 'jigs med skal bzang,blo bzang mdo rgyud ye shes bstan pa'i rgyal mtshan,bo-x-ewts
3734,P2068,"The Tenth Tongkhor, Lobzang Tenpai Nyima",stong 'khor 10 blo bzang bstan pa'i nyi ma,stong 'khor 10 blo bzang bstan pa'i nyi ma,bo-x-ewts
3735,P2069,"The Eleventh Tongkhor, Lobzang Jigme Tsultrim Gyatso",stong 'khor 11 blo bzang 'jigs med tshul khrims rgya mtsho,stong 'khor 11 blo bzang 'jigs med tshul khrims rgya mtsho,bo-x-ewts
3736,P207,Vanaratna,nags kyi rin chen,paNDi ta,bo-x-ewts
3736,P207,Vanaratna,nags kyi rin chen,ba na rat+na,bo-x-ewts
3737,P2070,ye shes rgya mtsho,ye shes rgya mtsho,ye shes rgya mtsho,bo-x-ewts
3738,P2071,"The Twelfth Tongkhor, Lobzang Tubten Lungtok Shedrub Gyatso",stong 'khor 12 blo bzang thub bstan lung rtogs bshad sgrub rgya mtsho,stong 'khor 12 blo bzang thub bstan lung rtogs bshad sgrub rgya mtsho,bo-x-ewts
3739,P2072,"The Thirteenth Tongkhor, Lobzang Jangchub Tendzin Gyatso",stong 'khor 13 blo bzang byang chub bstan 'dzin rgya mtsho,Jangchub Tendzin Gyatso,en
3739,P2072,"The Thirteenth Tongkhor, Lobzang Jangchub Tendzin Gyatso",stong 'khor 13 blo bzang byang chub bstan 'dzin rgya mtsho,stong 'khor 13 blo bzang byang chub bstan 'dzin rgya mtsho,bo-x-ewts
3739,P2072,"The Thirteenth Tongkhor, Lobzang Jangchub Tendzin Gyatso",stong 'khor 13 blo bzang byang chub bstan 'dzin rgya mtsho,byang chub bstan 'dzin rgya mtsho,bo-x-ewts
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,Ganden Trichen 19 Ngawang Chodrak,en
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,dga' ldan khri chen 19 ngag dbang chos grags,bo-x-ewts
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,stod lung pa ngag dbang chos grags,bo-x-ewts
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,Tolungpa Ngawang Chodrak,en
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,dga' ldan khri pa 19 ngag dbang chos grags,bo-x-ewts
3743,P2076,"The Nineteenth Ganden Tripa, Ngawang Chodrak",dga' ldan khri pa 19 ngag dbang chos grags,Ganden Tripa 19 Ngawang Chodrak,en
3744,P2077,Jampel Gyatso,jam dpal rgya mtsho,Drubwang Jampel Gyatso,en
3744,P2077,Jampel Gyatso,jam dpal rgya mtsho,rtogs ldan 'jam dpal rgya mtsho,bo-x-ewts
3744,P2077,Jampel Gyatso,jam dpal rgya mtsho,grub dbang 'jam dpal rgya mtsho,bo-x-ewts
3744,P2077,Jampel Gyatso,jam dpal rgya mtsho,Tokden Jampel Gyatso,en
3747,P208,bsod nams rgya mtsho,bsod nams rgya mtsho,bsod nams rgya mtsho,bo-x-ewts
3748,P2080,bum skyabs,bum skyabs,bum skyabs,bo-x-ewts
3750,P2082,chos kyi bla ma,chos kyi bla ma,chos kyi bla ma,bo-x-ewts
3753,P2085,Pang Lotsāwa Lodro Tenpa,dpang lo tsA ba blo gros brtan pa,Panglo Chenpo,en
3753,P2085,Pang Lotsāwa Lodro Tenpa,dpang lo tsA ba blo gros brtan pa,dpang lo chen po,bo-x-ewts
3753,P2085,Pang Lotsāwa Lodro Tenpa,dpang lo tsA ba blo gros brtan pa,dpang ston blo gros brtan pa,bo-x-ewts
3753,P2085,Pang Lotsāwa Lodro Tenpa,dpang lo tsA ba blo gros brtan pa,Pangton Lodro Tenpa,en
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,lcang skya 02 ngag dbang blo bzang chos ldan,bo-x-ewts
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,bstan 'dzin legs bshad rgya mtsho,bo-x-ewts
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,blo bzang chos ldan,bo-x-ewts
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,ngag dbang chos ldan,bo-x-ewts
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,dge 'dun skyabs,bo-x-ewts
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,Tenzin Lekshe Gyatso,en
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,Gendun Kyab,en
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,Lobzang Choden,en
3758,P209,"The Second Changkya, Ngawang Lobzang Choden",lcang skya 02 ngag dbang blo bzang chos ldan,Ngawang Choden,en
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,mgon po rdo rje,bo-x-ewts
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,rgod tshang pa,bo-x-ewts
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,Gotsangpa,en
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,Gonpo Dorje,en
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,Gotsang Repa,en
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,Dondrub Sengge,en
3759,P2090,Gotsangpa Gonpo Dorje,rgod tshang pa mgon po rdo rje,Gonpo Pel,en
3762,P2093,Sherab Sengge,shes rab seng+ge,Nartangpa Sherab Sengge,en
3762,P2093,Sherab Sengge,shes rab seng+ge,rgyud smad shes rab seng+ge,bo-x-ewts
3762,P2093,Sherab Sengge,shes rab seng+ge,snar thang pa shes rab seng+ge,bo-x-ewts
3762,P2093,Sherab Sengge,shes rab seng+ge,mkhas grub shes rab seng+ge,bo-x-ewts
3762,P2093,Sherab Sengge,shes rab seng+ge,Khedrub Sherab Sengge,en
3762,P2093,Sherab Sengge,shes rab seng+ge,Gyume Sherab Sengge,en
3763,P2094,dri med bshes gnyen,dri med bshes gnyen,dri med bshes gnyen,bo-x-ewts
3766,P2097,nyi ma,nyi ma,nyi ma,bo-x-ewts
3769,P21,Konchok Sengge,dkon mchog seng+ge,snang ra dkon mchog seng+ge,bo-x-ewts
3769,P21,Konchok Sengge,dkon mchog seng+ge,Nangra Konchok Sengge,en
3772,P2101,chos kyi rgyal po,chos kyi rgyal po,chos kyi rgyal po,bo-x-ewts
3774,P2103,kun dga' snying po,kun dga' snying po,kun dga' snying po,bo-x-ewts
3778,P2108,"The Third Pakpa Lha, Tongwa Donden",phags pa lha 03 mthong ba don ldan,phags pa bsod nams rnam par rgyal ba dbang po'i sde,bo-x-ewts
3778,P2108,"The Third Pakpa Lha, Tongwa Donden",phags pa lha 03 mthong ba don ldan,Pagpa Sonam Nampar Gyelwa Wangpode,en
3778,P2108,"The Third Pakpa Lha, Tongwa Donden",phags pa lha 03 mthong ba don ldan,Chamdo Trirab 14 Tongwa Dongden,en
3778,P2108,"The Third Pakpa Lha, Tongwa Donden",phags pa lha 03 mthong ba don ldan,chab mdo khri rabs 14 mthong ba don ldan,bo-x-ewts
3780,P211,nyag bla byang chub rdo rje,nyag bla byang chub rdo rje,byang chub rdo rje,bo-x-ewts
3782,P2111,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso",phags pa lha 06 'jigs med bstan pa'i rgya mtsho,phags pa ye shes bstan pa'i mgon po,bo-x-ewts
3782,P2111,"The Sixth Pakpa Lha, Jigme Tenpai Gyatso",phags pa lha 06 'jigs med bstan pa'i rgya mtsho,Pakpa Yeshe Tenpai Gonpo,en
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,phags pa 'jigs med bstan pa'i mgon po,bo-x-ewts
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,phags pa lha 07 'phags pa 'jigs med bstan pa'i mgon po,bo-x-ewts
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,Pakpa Jigme Tenpai Gonpo ,en
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,phags pa ye shes 'jigs med dpal ldan bstan pa'i mgon po ,bo-x-ewts
3783,P2112,"The Seventh Pakpa Lha, Jigme Tenpai Gonpo",phags pa lha 07 'jigs med bstan pa'i mgon po,Pakpa Yeshe Jigme Pelden Tenpai Gonpo,en
3784,P2113,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima",phags pa lha 08 blo bzang 'jigs med dpal ldan bstan pa'i nyi ma,Chamdo Trirab 25 Pakpa Lha 08 Lobzang Jigme Pelden Tenpai Nyima ,en
3784,P2113,"The Eighth Pakpa Lha, Lobzang Jigme Pelden Tenpai Nyima",phags pa lha 08 blo bzang 'jigs med dpal ldan bstan pa'i nyi ma,chab mdo khri rabs 25 'phags pa 08 blo bzang 'jigs med dpal ldan bstan pa'i nyi ma,bo-x-ewts
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,phags pa mkhas grub ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,bo-x-ewts
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,Khedrub Ngawang Lobzang Jigme Tenpai Gyeltsen ,en
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,Pakpa Khedrub Ngawang Lobzang Jigme Tenpai Gyeltsen ,en
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,Chamdo Trirab 27 Pakpa lha 09 Khedrub Ngawang Lobzang Jigme Tenpai Gyeltsen,en
3785,P2114,"The Ninth Pakpa Lha, Ngawang Lobzang Jigme Tenpai Gyeltsen",phags pa lha 09 ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,chab mdo khri rabs 27 'phags pa lha 09 mkhas grub ngag dbang blo bzang 'jigs med bstan pa'i rgyal mtshan,bo-x-ewts
3786,P2115,"The Tenth Pakpa Lha, Lobzang Tubten Mipam Tsultrim Gyeltsen",phags pa lha 10 blo bzang thub bstan mi pham tshul khrims rgyal mtshan,phags pa lha 10 blo bzang thub bstan mi pham tshul khrims rgyal mtshan,bo-x-ewts
3789,P2119,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha 02 sangs rgyas 'byung gnas,chab mdo khri rabs sangs rgyas 'byung gnas,bo-x-ewts
3789,P2119,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha 02 sangs rgyas 'byung gnas,dbon drung sangs rgyas 'byung gnas,bo-x-ewts
3789,P2119,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha 02 sangs rgyas 'byung gnas,Chamdo Trirab 15 Sanggye Jungne,en
3789,P2119,"The Second Zhiwa Lha, Sanggye Jungne",zhi ba lha 02 sangs rgyas 'byung gnas,Wendrung Sanggye Jungne,en
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,phags pa chos kyi rgyal mtshan ,bo-x-ewts
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,Pakpa Chokyi Gyeltsen,en
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,chab mdo khri rabs 18 'phags pa chos kyi rgyal mtshan ,bo-x-ewts
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,Chamdo Trirab 18 Pakpa Chokyi Gyeltsen,en
3791,P2120,"The Third Zhiwa Lha, Zhiwa Zangpo",zhi ba lha 03 zhi ba bzang po,Third Zhiwa Lha,en
3792,P2121,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",zhi ba lha 04 'phags pa dge legs rgyal mtshan,Fourth Zhiwa Lha Pakpa Gelek Gyeltsen,en
3792,P2121,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",zhi ba lha 04 'phags pa dge legs rgyal mtshan,chab mdo khri rabs 22 'phags pa dge legs rgyal mtshan,bo-x-ewts
3792,P2121,"The Fourth Zhiwa Lha, Pakpa Gelek Gyeltsen",zhi ba lha 04 'phags pa dge legs rgyal mtshan,Chamdo Trirab 22 Pakpa Gelek Gyeltsen,en
3793,P2122,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",zhi ba lha 05 blo bzang don grub rgya mtsho,Lobzang Dondrup Gyatso ,en
3793,P2122,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",zhi ba lha 05 blo bzang don grub rgya mtsho,chab mdo khri rabs 26 blo bzang don grub rgya mtsho,bo-x-ewts
3793,P2122,"The Fifth Zhiwa Lha, Lobzang Dondrub Gyatso",zhi ba lha 05 blo bzang don grub rgya mtsho,Chamdo Trirab 26 Lobzang Dondrub Gyatso,en
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,zhi bzang drug pa,bo-x-ewts
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,Zizang Drugpa,en
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,Sixth Zhiwa Lha Ngawang Jigme Khenrab Tendzin Trinle,en
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,chab mdo khri rabs 28 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,bo-x-ewts
3794,P2123,"The Sixth Zhiwa Lha, Ngawang Jigme Khenrab Tendzin Trinle",zhi ba lha 06 ngag dbang 'jigs med mkhyen rab bstan 'dzin 'phrin las,Chamdo Trirab 28 Ngawang Jigme Khenrab Tendzin Trinle,en
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,ngag dbang mkhyen rab,bo-x-ewts
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,zhi ba lha 07 ngag dbang mkhyen rab,bo-x-ewts
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,Ngawang Khenrab,en
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,zhi bzang bdun pa,bo-x-ewts
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,zhi bzang rin po che,bo-x-ewts
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,Zhizang Rinpoche,en
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,Zizang Dunpa,en
3795,P2124,"The Seventh Zhiwa Lha, Ngawang Trinle Tenzin Khyenrab",zhi ba lha 07 ngag dbang 'phrin las bstan 'dzin mkhyen rab,Seventh Zhiwa Lha,en
3796,P2125,ngag gi dbang po,ngag gi dbang po,ngag gi dbang po,bo-x-ewts
3804,P2132,grags pa 'bum,grags pa 'bum,mkhan po,bo-x-ewts
3811,P2139,shes rab seng+ge,shes rab seng+ge,shes rab seng+ge,bo-x-ewts
3814,P2142,bsod nams grags pa,bsod nams grags pa,bsod nams grags pa,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,blo bzang thub bstan chos kyi nyi ma,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,chos kyi nyi ma,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,paN chen 06 blo bzang thub   bstan chos kyi nyi ma,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,Samdrub Gyatso ,en
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,bsam grub rgya mtsho,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,Jetsun Lobzang Chokyi Nyima Gelek Namgyel ,en
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,rje btsun blo bzang chos kyi nyi ma dge legs nam rgyal,bo-x-ewts
3822,P215,"The Ninth Paṇchen Lama, Tubten Chokyi Nyima",paN chen bla ma 09 thub bstan chos kyi nyi ma,Tashi Lama,en
3823,P2150,ngag dbang snyan grags,ngag dbang snyan grags,ngag dbang snyan grags,bo-x-ewts
3827,P2154,skal bzang rnam rgyal,skal bzang rnam rgyal,dul 'dzin,bo-x-ewts
3828,P2155,blo bzang dge legs,blo bzang dge legs,blo bzang dge legs,bo-x-ewts
3829,P2156,blo bzang 'phrin las,blo bzang 'phrin las,blo bzang 'phrin las,bo-x-ewts
3830,P2157,dge 'dun rgya mtsho,dge 'dun rgya mtsho,dge 'dun rgya mtsho,bo-x-ewts
3844,P217,blo bzang bshad sgrub rgya   mtsho,blo bzang bshad sgrub rgya   mtsho,blo bzang bshad sgrub rgya   mtsho,bo-x-ewts
3851,P2176,srong nge,srong nge,srong nge,bo-x-ewts
3865,P2189,blo bzang chos kyi nyi ma,blo bzang chos kyi nyi ma,blo bzang chos kyi nyi ma,bo-x-ewts
3866,P219,Gendun Chopel,dge 'dun chos 'phel,Alak Ditsa,en
3866,P219,Gendun Chopel,dge 'dun chos 'phel,rdor grags sprul sku dge 'dun chos 'phel,bo-x-ewts
3866,P219,Gendun Chopel,dge 'dun chos 'phel,rig 'dzin rnam rgyal,bo-x-ewts
3866,P219,Gendun Chopel,dge 'dun chos 'phel,a lags rdi tsha,bo-x-ewts
3866,P219,Gendun Chopel,dge 'dun chos 'phel,Dordrak Tulku Gendun Chopel,en
3866,P219,Gendun Chopel,dge 'dun chos 'phel,Rigdzin Namgyel,en
