tol_id,tbrc_id,primary_name,prefered_wylie,name_variant,lang_tag
3866,P219,Gendun Chopel,dge 'dun chos 'phel,更敦群培,zh-Hani
3866,P219,Gendun Chopel,dge 'dun chos 'phel,更登曲培,zh-Hani
3866,P219,Gendun Chopel,dge 'dun chos 'phel,根敦瓊培,zh-Hani
3872,P2195,jam dbyangs rgyal mtshan,jam dbyangs rgyal mtshan,jam dbyangs rgyal mtshan,bo-x-ewts
3876,P2199,grags pa rgyal mtshan,grags pa rgyal mtshan,grags pa rgyal mtshan,bo-x-ewts
3877,P22,Longdol Lama Ngawang Lobzang,klong rdol bla ma ngag dbang blo bzang,ngag dbang blo bzang,bo-x-ewts
3877,P22,Longdol Lama Ngawang Lobzang,klong rdol bla ma ngag dbang blo bzang,ngag dbang chos 'dzin,bo-x-ewts
3877,P22,Longdol Lama Ngawang Lobzang,klong rdol bla ma ngag dbang blo bzang,se ra byes lho pa ngag dbang blo bzang,bo-x-ewts
3877,P22,Longdol Lama Ngawang Lobzang,klong rdol bla ma ngag dbang blo bzang,lho pa ngag dbang blo bzang,bo-x-ewts
3881,P2202,Kharakpa Dulwa O,kha rag pa 'dul ba 'od,dul ba 'od,bo-x-ewts
3881,P2202,Kharakpa Dulwa O,kha rag pa 'dul ba 'od,Dulwa O,en
3883,P2204,Pema Rangdol,pad+ma rang grol,Drubchen Pema Rangdrol,en
3883,P2204,Pema Rangdol,pad+ma rang grol,grub chen pad+ma rang grol,bo-x-ewts
3886,P2207,jam dpal tshul khrims,jam dpal tshul khrims,jam dpal tshul khrims,bo-x-ewts
3887,P2208,blo bzang bstan 'dzin,blo bzang bstan 'dzin,blo bzang bstan 'dzin,bo-x-ewts
3888,P2209,dge 'dun rgyal mtshan,dge 'dun rgyal mtshan,dge 'dun rgyal mtshan,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,ma nang sku phyogs,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,a bhya mtshan can,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,mi pham dbyangs can dgyes pa'i rdo rje,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,rin 'byung sgeg pa'i rdo rje,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,jigs med smra ba'i seng+ge mi pham dbyangs can dgyes pa gnas lnga rig pa'i rdo rje,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,rdzong dkar 'jigs med dam chos rgya mtsho,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Jigme Mawai Sengge Mipam Yangchen Gyepa Nenga Rikpai Dorje,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Abhya Tsenchen,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Manang Kuchok ,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Mipam Yangchen Gyepai Dorje,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Dzongkar Jigme Damcho Gyatso,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Rinjung Gegpai Dorje,en
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,gu ru dbang chen skyab,bo-x-ewts
3889,P221,Jigme Damcho Gyatso,jigs med dam chos rgya mtsho,Guru Wangchen Kyap ,en
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,tshul khrims rdo rje,bo-x-ewts
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,Tsultrim Dorje,en
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,bri gung gdan rabs 02 tshul khrims rdo rje,bo-x-ewts
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,sum ston tshul khrims rdo rje,bo-x-ewts
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,rdo rje tshul khrims,bo-x-ewts
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,Drigung Denrab 02 Tsultrim Dorje,en
3890,P2210,Gurawa Tsultrim Dorje,gu ra ba tshul khrims rdo rje,Sumton Tsultrim Dorje,en
3892,P2212,dpal ldan grags pa,dpal ldan grags pa,dpal ldan grags pa,bo-x-ewts
3899,P2219,kun dga' bzang po,kun dga' bzang po,kun dga' bzang po,bo-x-ewts
3900,P222,g.yung drung rgyal mtshan,g.yung drung rgyal mtshan,g.yung drung rgyal mtshan,bo-x-ewts
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,rdo rje grags pa,bo-x-ewts
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,bri gung gcung rdo rje grags pa,bo-x-ewts
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,te lo rdo rje grags pa,bo-x-ewts
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,Telo Dorje Drakpa,en
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,de mo ba rdo rje grags pa,bo-x-ewts
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,Drigung Chung Dorje Drakpa,en
3902,P2221,Chung Dorje Drakpa,gcung rdo rje grags pa,Demowa Dorje Drakpa,en
3903,P2222,Tokkhawa Rinchen Sengge,thog kha ba rin chen seng+ge,rin chen seng+ge,bo-x-ewts
3903,P2222,Tokkhawa Rinchen Sengge,thog kha ba rin chen seng+ge,thog kha pa rin chen seng+ge,bo-x-ewts
3903,P2222,Tokkhawa Rinchen Sengge,thog kha ba rin chen seng+ge,Rinchen Sengge,en
3904,P2223,Tsamchepa Drakpa Sonam,grags pa bsod nams,mtshams bcad pa grags pa bsod nams,bo-x-ewts
3904,P2223,Tsamchepa Drakpa Sonam,grags pa bsod nams,Drakpa Sonam,en
3906,P2225,Dorje Rinchen,rdo rje rin chen,Chunyipa Dorje Rinchen,en
3906,P2225,Dorje Rinchen,rdo rje rin chen,bcu gnyis pa rdo rje rin chen,bo-x-ewts
3907,P2226,Dorje Gyelpo,rdo rje rgyal po,Nyergyepa Dorje Gyelpo,en
3907,P2226,Dorje Gyelpo,rdo rje rgyal po,nyer brgyad pa rdo rje rgyal   po,bo-x-ewts
3909,P2228,chos kyi blo gros,chos kyi blo gros,chos kyi blo gros,bo-x-ewts
3916,P2234,chos kyi nyi ma,chos kyi nyi ma,chos kyi nyi ma,bo-x-ewts
3917,P2235,chos kyi rgyal mtshan,chos kyi rgyal mtshan,chos kyi rgyal mtshan,bo-x-ewts
3928,P2245,blo bzang bkra shis,blo bzang bkra shis,blo bzang bkra shis,bo-x-ewts
3931,P2248,chos kyi shes rab,chos kyi shes rab,chos kyi shes rab,bo-x-ewts
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,ma Ni ka shrI,bo-x-ewts
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,bri gung lo tsA ba,bo-x-ewts
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,Manikashri,sa-x-iast
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,Drigung Lotsāwa,en
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,Manikashrijnana,sa-x-iast
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,Maṇikaśrī,sa-x-iast
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,nor bu dpal ye shes,bo-x-ewts
3936,P2252,Drigung Lotsāwa Maṇikaśrījñāna,bris gung lo tsA ba ma Ni ka shrI dzya na,Norbu Pel Yeshe,en
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,bsod nams grags pa,bo-x-ewts
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,Zhangton Jangsem Sonam Drakpa,en
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,rgya bo bsod nams grags,bo-x-ewts
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,zhang ston byang sems bsod nams grags pa,bo-x-ewts
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,Sonam Drakpa,en
3937,P2253,Zhangton Gyawo Sonam Drakpa,zhang ston rgya bo bsod nams grags pa,Gyawo Sonam Drakpa,en
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,kun dga' 'bum,bo-x-ewts
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,thang po che ba,bo-x-ewts
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,Kabchu Tseden,en
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,dka' bcu tshad ldan,bo-x-ewts
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,Kunga Bum,en
3938,P2254,Tangpoche Kunga Bum,thang po che kun dga' 'bum,Tangpochewa,en
3939,P2255,Menchukhawa Lodro Gyeltsen,sman chu kha ba blo gros rgyal mtshan,blo gros rgyal mtshan,bo-x-ewts
3939,P2255,Menchukhawa Lodro Gyeltsen,sman chu kha ba blo gros rgyal mtshan,Lodro Gyeltsen,en
3940,P2256,Rinchen Tsultrim,rin chen tshul khrims,Rintsul Choje,en
3940,P2256,Rinchen Tsultrim,rin chen tshul khrims,rin tshul chos rje,bo-x-ewts
3943,P2259,brtson 'grus seng+ge,brtson 'grus seng+ge,brtson 'grus seng+ge,bo-x-ewts
3944,P226,jam dbyangs blo gros,jam dbyangs blo gros,jam dbyangs blo gros,bo-x-ewts
3944,P226,jam dbyangs blo gros,jam dbyangs blo gros,don grub tshe ring,bo-x-ewts
3955,P227,Khyenrab Norbu,mkhyen rab nor bu,rtsed thang mkhyen rab nor bu,bo-x-ewts
3955,P227,Khyenrab Norbu,mkhyen rab nor bu,pradz+nyA ma Ni,bo-x-ewts
3955,P227,Khyenrab Norbu,mkhyen rab nor bu,Tsetang Khyenrab Norbu,en
3955,P227,Khyenrab Norbu,mkhyen rab nor bu,Prajñāmaṇi,sa-x-iast
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,bdud rtsi grags,bo-x-ewts
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,gro ston bdud rtsi grags,bo-x-ewts
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,snar thang mkhan chen bdud rtsi grags,bo-x-ewts
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,gro mo che ba bdud rtsi grags,bo-x-ewts
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,khro mo che ba,bo-x-ewts
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,Dutsi Drak,en
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,Dromo Chewa Dutsi Drak,en
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,Nartang Khenchen Dutsi Drak,en
3957,P2271,Droton Dutsi Drakpa,gro ston bdud rtsi grags pa,Droton Dutsi Drak,en
3961,P2275,bsod nams bzang po,bsod nams bzang po,bsod nams bzang po,bo-x-ewts
3962,P2276,blo bzang don grub,blo bzang don grub,blo bzang don grub,bo-x-ewts
3965,P2279,blo bzang bstan dar,blo bzang bstan dar,blo bzang bstan dar,bo-x-ewts
3969,P2282,na bza' ba,na bza' ba,paN chen,bo-x-ewts
3972,P2285,blo bzang bstan 'dzin,blo bzang bstan 'dzin,blo bzang bstan 'dzin,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,blo bzang dpal ldan,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,Yongdzin Paṇḍita Lobzang Pelden,en
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,pad+ma bkra shis,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,mi pham mtsho byung bzhad pa'i lang mtsho,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,yongs 'dzin paNDi ta blo bzang dpal ldan,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,sge'u steng blo bzang dpal ldan,bo-x-ewts
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,Lobzang Pelden,en
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,Mipam Tsojung Zhepai Langtso,en
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,Pema Tashi,en
3977,P229,Giteng Lobzang Pelden,sgis steng blo bzang dpal ldan,Geuteng Lobzang Pelden,en
3988,P23,sangs rgyas bkra shis,sangs rgyas bkra shis,sangs rgyas bkra shis,bo-x-ewts
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,Jampa Tendzin Trinle,en
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,pha bong kha pa bde chen snying po,bo-x-ewts
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,ngag dbang rab brtan,bo-x-ewts
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,byams pa bstan 'dzin 'phrin las,bo-x-ewts
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,Ngawang Rabten,en
3989,P230,"The Second Pabongkha, Dechen Nyingpo",pha bong kha 02 bde chen snying po,Pabongkhapa Dechen Nyingpo,en
3993,P2303,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bsam gtan rgya mtsho,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,jam dpal bstan pa'i dngos grub,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,stag phu 'jam dpal bstan pa'i dngos grub,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,stag phu pad+ma ba dz+ra,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,pad+ma ba dz+ra,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,pad+ma rdo rje,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,ngag dbang blo bzang 'jam dpal bstan pa'i dngos grub,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Jampel Tenpai Ngodrub,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Ngawang Lobzang Jampel Tenpai Ngodrub,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Pema Vajra,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Pema Dorje,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Takpu Jampel Tenpai Ngodrub,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Takpu Pema Vajra,en
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,stag phu rdo rje 'chang,bo-x-ewts
4000,P231,"The Fourth Takpu, Pema Vajra Jampel Tenpai Ngodrub",stag phu 04 pad+ma ba dz+ra'jam dpal bstan pa'i dngos grub,Takpu Dorje Chang,en
4001,P2310,tshul khrims rin chen,tshul khrims rin chen,tshul khrims rin chen,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Sangdak Jedrung Tulku 02,en
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,ol dga' rje drung 01 dge 'dun bkra shis,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,sngags rams pa dge 'dun bkra shis,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,gsang bdag rje drung sprul sku 02,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Wolga Jedrung 01 Gendun Tashi,en
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Ngak Rampa Gendun Tashi,en
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Chamdo Trirab 07 Gendun Tashi,en
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,chab mdo khri rabs 08 dge 'dun bkra shis,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,rje drung dge 'dun bkra shis,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,rje drung sngags rams pa dge 'dun bkra shis,bo-x-ewts
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Jedrung Ngak Rampa Gendun Tashi,en
4002,P2311,"The Second Lelung Jedrung, Gendun Tashi",sle lung rje drung 02 dge 'dun bkra shis,Jedrung Gendun Tashi,en
4007,P2316,chos rdo rje,chos rdo rje,chos rdo rje,bo-x-ewts
4010,P2319,blo gros rgyal mtshan,blo gros rgyal mtshan,blo gros rgyal mtshan,bo-x-ewts
4012,P2320,phyogs las rnam rgyal,phyogs las rnam rgyal,phyogs las rnam rgyal,bo-x-ewts
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,slob dpon ye shes rgyal mtshan,bo-x-ewts
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,kaH thog pa ye shes rgyal mtshan,bo-x-ewts
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,Katokpa Yeshe Gyeltsen ,en
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,Khedrub Yeshe Gyeltsen ,en
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,Lobpon Yeshe Gyeltsen ,en
4028,P2335,Yeshe Gyeltsen,ye shes rgyal mtshan,Buborwa Tang-gang Drungpa ,en
4032,P2339,tshul khrims rgya mtsho,tshul khrims rgya mtsho,tshul khrims rgya mtsho,bo-x-ewts
4040,P2346,blo bzang rgyal mtshan,blo bzang rgyal mtshan,blo bzang rgyal mtshan,bo-x-ewts
4041,P2347,blo bzang chos 'phel,blo bzang chos 'phel,blo bzang chos 'phel,bo-x-ewts
4042,P2348,bsod nams grags pa,bsod nams grags pa,bsod nams grags pa,bo-x-ewts
4043,P2349,Kumārarāja,ku mA ra rA dza,gzhon nu rgyal po,bo-x-ewts
4043,P2349,Kumārarāja,ku mA ra rA dza,rig 'dzin ku mA rA dza,bo-x-ewts
4043,P2349,Kumārarāja,ku mA ra rA dza,bka' brgyad mkha' klong yangs pa,bo-x-ewts
4043,P2349,Kumārarāja,ku mA ra rA dza,thar pa'i rgyan,bo-x-ewts
4043,P2349,Kumārarāja,ku mA ra rA dza,Kumararaja,en
4043,P2349,Kumārarāja,ku mA ra rA dza,Zhonnu Gyelpo,en
4043,P2349,Kumārarāja,ku mA ra rA dza,Kumaraja,en
4048,P2353,chos kyi grags pa,chos kyi grags pa,chos kyi grags pa,bo-x-ewts
4054,P2359,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,dkon mchog rgyal mtshan,bo-x-ewts
4059,P2363,ngag gi dbang po,ngag gi dbang po,ngag gi dbang po,bo-x-ewts
4066,P237,jam dbyangs thub bstan rgya   mtsho,jam dbyangs thub bstan rgya   mtsho,jam dbyangs bstan 'dzin rgya   mtsho,bo-x-ewts
4070,P2373,blo gros rgya mtsho,blo gros rgya mtsho,blo gros rgya mtsho,bo-x-ewts
4076,P2379,yon tan mgon po,yon tan mgon po,yon tan mgon po,bo-x-ewts
4076,P2379,yon tan mgon po,yon tan mgon po,mkhan po,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,che shos 03 blo bzang byang chub bstan pa'i sgron me,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,byang chub bstan pa'i sgron me,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,che shos byang chub bstan pa'i sgron me,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,blo bzang bstan pa'i sgron me,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,blo bzang bstan pa'i rgyal mtshan,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,chos med chos kyi rdo rje,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,sku 'bum gdan rabs 71 blo bzang byang chub bstan pa'i sgron me,bo-x-ewts
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Chesho 03 Lobzang Jangchub Tanpei Dronme ,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Lobzang Tenpai Gyeltsen,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Lobzang Tenpai Dronme,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Lobzang Jangchub Tenpai Dronme,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Jangchub Tenpai Dronme,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Chesho Jangchub Tenpai Dronme,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Chesho Chokyi Dorje,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Chesho Mikyo Dorje,en
4077,P238,"The Third Chesho, Lobzang Jangchub Tenpei Dronme",che shos 03 blo bzang byang chub bstan pa'i sgron me,Kumbum Denrab 71 Lobzang Jangchub Tenpai Dronme,bo-x-ewts
4080,P2382,Konchok Chodrak,dkon mchog chos grags,rnam gling paN chen dkon mchog chos grags,bo-x-ewts
4080,P2382,Konchok Chodrak,dkon mchog chos grags,dkon cog chos grags,bo-x-ewts
4080,P2382,Konchok Chodrak,dkon mchog chos grags,rat+na d+harma kIrti,bo-x-ewts
4080,P2382,Konchok Chodrak,dkon mchog chos grags,Namling Panchen Konchok Chodrak,en
4080,P2382,Konchok Chodrak,dkon mchog chos grags,Ratnadharmakīrti,sa-x-iast
4085,P2387,Kunga Drolchok,kun dga' grol mchog,jo nang rje btsun kun dga' grol mchog,bo-x-ewts
4085,P2387,Kunga Drolchok,kun dga' grol mchog,zhe sdang nag pa'i rdo rje,bo-x-ewts
4085,P2387,Kunga Drolchok,kun dga' grol mchog,sems kyi mdud grol,bo-x-ewts
4085,P2387,Kunga Drolchok,kun dga' grol mchog,glo bo ba kun dga' grol mchog,bo-x-ewts
4085,P2387,Kunga Drolchok,kun dga' grol mchog,Lowowa Kunga Drolchok,en
4085,P2387,Kunga Drolchok,kun dga' grol mchog,Jonang Jetsun Kunga Drolchok,en
4085,P2387,Kunga Drolchok,kun dga' grol mchog,Semkyi Dudrol,en
4085,P2387,Kunga Drolchok,kun dga' grol mchog,Shedang Nakpai Dorje,en
4086,P2388,Jangchub Tsemo,byang chub rtse mo,Lochen Jangchub Tsemo,en
4086,P2388,Jangchub Tsemo,byang chub rtse mo,lo chen byang chub rtse mo,bo-x-ewts
4087,P2389,sangs rgyas rin chen,sangs rgyas rin chen,sangs rgyas rin chen,bo-x-ewts
4088,P239,blo bzang rnam rgyal,blo bzang rnam rgyal,blo bzang rnam rgyal,bo-x-ewts
4089,P2390,ngag dbang snyan grags,ngag dbang snyan grags,ngag dbang snyan grags,bo-x-ewts
4090,P2391,byams pa dpal,byams pa dpal,byams pa dpal,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,jang zhabs dam chos dpal ba,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,shar pa dam chos dpal ba,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,dam chos dpal bzang,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,dga' ldan khri chen 31 dam chos dpal ba,bo-x-ewts
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,Ganden Tripa 31 Damcho Pelwa,en
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,Ganden Trichen 31 Damcho Pelwa,en
4092,P2393,"The Thirty-First Ganden Tripa, Damcho Pelwa",dga' ldan khri pa 31 dam chos dpal ba,Sharpa Damcho Pelwa,en
